function	A011.337.951	A011.796.405	A065.688.849	A139.426.047	A257.868.269	A290.419.594	A328.260.254	A328.607.302	A475.161.163	A510.125.355	A517.753.353	A519.936.442	A603.130.471	A603.362.293	A627.062.688	A674.187.094	A712.481.521	A742.300.741	A750.812.113	A866.438.792	A896.860.089	A912.362.107	A912.836.594	A929.187.519	description
TIGR00392	39437.12	25501.97	37099.460000000014	37499.19	39777.89	42459.96	35436.35000000001	42910.13000000001	40694.53	17203.020000000004	38758.18	41258.04	37803.26	36378.3	31528.619999999995	34637.590000000004	38940.37	35913.490000000005	33549.87	35967.87	40773.02	38633.02	38380.7	34032.04	isoleucine--tRNA ligase
TIGR00393	13538.95	19945.16	11259.21	30805.81	23506.49	29824.980000000003	17071.719999999998	38760.710000000014	19705.0	16924.93	19232.01	20382.6	14442.71	24057.21000000001	14724.87	17333.489999999998	18478.47	25085.13	21963.060000000005	25522.95	24534.07	16334.71	25413.0	11791.21	sugar isomerase, KpsF/GutQ family
TIGR00394	22.25	467.15	371.25	36.0	13.05	36.1	249.05	26.0	12.0	22.0	2.5	348.0	28.75	2.5	89.75	538.25	417.0	178.7	43.0	8.25	45.0	8.33	405.57	21.75	PTS system, lactose-specific IIC component
TIGR00395	236.0	0.0	0.0	0.0	0.0	0.0	413.0	0.0	0.0	0.0	0.0	0.0	0.0	231.0	24.0	26.0	14.0	36.0	121.0	0.0	10.0	24.5	0.0	3.0	leucine--tRNA ligase
TIGR00396	40481.12	27073.97	37294.960000000014	37563.19	40972.89	42465.96	35023.35000000001	42910.13000000001	40818.53	17311.020000000004	40124.18	41393.04	37803.26	36648.3	31516.619999999995	35136.590000000004	38974.37	36453.49000000001	33788.87	37638.87	41001.02	38614.52	38779.7	34029.04	leucine--tRNA ligase
TIGR00397	574.1	2085.79	396.0	2882.5	379.1	105.0	1186.93	1667.1	565.23	1810.7	993.7	1232.9	1030.2	1786.4	1364.83	1596.7	217.2	2141.8	251.29	696.0	3294.3	1369.4	3926.4	367.5	MauM/NapG family ferredoxin-type protein
TIGR00398	40799.12	27088.37	37352.960000000014	37553.19	41103.89	42674.96	35600.55000000002	42920.13000000001	40810.53	17366.020000000004	40221.18	41387.64	38049.26	36953.7	31542.619999999995	35163.58999999998	39127.37	36568.49000000001	34033.87	37641.87	41110.02	38887.02	38827.7	34186.04	methionine--tRNA ligase
TIGR00399	42115.99	31040.92	46340.04	40225.66	52983.52	51163.71	39734.24000000001	50726.33	52900.36	14164.89	52157.68	49258.44	45874.38000000001	42054.37	36404.87	38401.319999999985	45163.5	40489.79	33523.64	44573.53999999999	50274.82	44397.42	46636.55	40618.79	methionine--tRNA ligase, beta subunit
TIGR00400	35311.990000000005	21736.77	34398.020000000004	33178.43	39540.60000000001	40480.83	31317.72	35921.55	36531.06	9050.0	38524.96	39967.7	35736.98	33088.060000000005	25743.44	30598.02	35022.73	28904.230000000003	28400.64	35450.5	33523.02	34838.58	36636.27	28385.93	magnesium transporter
TIGR00401	35033.77	21967.59	20372.21	31929.39	27746.689999999995	34448.54	27077.1	33765.950000000004	26311.43	14866.27	25107.21	27475.47	24025.76	26405.15	21213.370000000006	26015.640000000007	25400.61	31139.99	27990.520000000004	28626.45	25366.52	27060.1	26540.17	24641.29	peptide-methionine (S)-S-oxide reductase
TIGR00402	873.6	5617.12	797.5	6666.0	903.85	182.5	2111.85	2611.85	2114.9	1940.2	3131.7	836.9	1496.2	2439.15	3165.33	2586.7	574.2	1805.8	377.58	1591.0	4489.3	2716.65	4561.4	671.0	ferredoxin-type protein NapF
TIGR00403	0.0	1.0	31.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	NADH-plastoquinone oxidoreductase, I subunit
TIGR00405	236.0	0.0	0.0	0.0	0.0	0.0	413.0	0.0	0.0	0.0	0.0	0.0	0.0	231.0	24.0	26.0	14.0	36.0	121.0	0.0	10.0	24.5	0.0	3.0	transcription elongation factor Spt5
TIGR00406	37587.95	26066.97	35138.54	37072.03000000001	39989.72	42199.21	33705.770000000004	42198.97	40230.03	16758.520000000004	39417.18	39445.04	36575.51	35303.130000000005	30268.869999999995	32208.59	36329.53	34976.490000000005	31013.120000000006	36470.2	40096.52	37331.85000000001	37415.12	32702.710000000006	ribosomal protein L11 methyltransferase
TIGR00407	36336.12	26805.22	35292.290000000015	36380.03	40315.39	40817.46	33592.470000000016	39442.13000000001	38270.7	16772.690000000002	39164.68	39953.04	36409.180000000015	34146.64	29700.78	32472.61	36457.87	31708.24	32801.12	36030.87	36003.6	36270.02	37974.53	32517.460000000006	glutamate-5-semialdehyde dehydrogenase
TIGR00408	34681.18	23634.03	32615.54	29948.28	38151.82	37288.07	30914.36	34616.45	37403.3	13217.61	37627.05	36684.64	34422.310000000005	33750.91	26613.04	30304.32	34911.83	26067.45	29981.83	35969.95	35027.969999999994	35082.83	31786.57	29092.710000000006	proline--tRNA ligase
TIGR00409	20802.94	4063.94	10528.42	7668.91	3396.07	5352.89	10783.99	8615.679999999997	4501.23	4974.41	3802.13	8323.4	7930.95	4225.39	8203.58	10346.77	7532.04	11505.04	6796.54	1986.92	6607.05	9256.19	7487.129999999999	8254.33	proline--tRNA ligase
TIGR00410	6300.3	3050.86	9221.5	2812.35	6644.3	9214.59	4617.26	7204.73	11896.6	10657.96	6148.71	7235.97	8326.7	4400.23	5026.0	5796.190000000001	4399.41	8804.99	6216.3600000000015	3122.25	8264.55	5315.469999999998	9654.46	4610.08	PTS system, lactose/cellobiose family IIC component
TIGR00411	236.0	0.0	0.0	0.0	0.0	0.0	126.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	24.0	26.0	13.0	36.0	121.0	0.0	0.0	21.5	0.0	3.0	redox-active disulfide protein 1
TIGR00412	13098.0	11486.5	7051.57	19345.13	21909.0	20583.17	9346.66	25471.0	11953.83	1859.83	12197.67	16769.57	17146.33	14269.33	11151.67	14394.63	18337.730000000003	10930.0	8802.15	15779.67	18776.17	13225.5	15697.67	9296.93	redox-active disulfide protein 2
TIGR00413	3422.1800000000007	5063.96	4916.67	6517.5	922.69	656.29	4664.1500000000015	5786.0999999999985	6715.4	15773.57	6985.63	5417.4	1839.86	6911.81	3334.33	6983.710000000001	2214.03	8279.09	10300.95	2873.66	10574.4	1824.85	5384.0	2962.25	rare lipoprotein A
TIGR00414	40695.12	27069.97	37294.960000000014	37499.19	40961.89	42465.96	35436.35000000001	42910.13000000001	40804.53	17223.020000000004	40114.18	41379.04	37803.26	36823.3	31528.619999999995	35153.58999999998	38940.37	36488.49000000001	33909.87	37633.87	41011.02	38632.52	39011.7	34032.04	serine--tRNA ligase
TIGR00415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.5	0.0	0.0	serine--tRNA ligase
TIGR00416	38730.62	26449.47	36719.79	37411.19	40619.22	42273.96	33064.020000000004	42684.63000000001	40180.36	10576.69	39710.68	40789.04	37349.93	36220.97	30529.119999999995	32229.42	35814.869999999995	35140.990000000005	28637.54	37527.54	40672.02	38307.19	38329.7	33571.04	DNA repair protein RadA
TIGR00417	20402.37	4758.5	22419.67	12163.63	13500.97	12212.13	14494.830000000002	8558.359999999999	20397.0	6119.41	17796.6	16566.809999999998	16967.7	10462.31	14234.5	13547.29	12275.63	7765.84	6749.6399999999985	9984.01	13506.05	18537.52	11846.93	17425.16	spermidine synthase
TIGR00418	40817.12	27093.47	37306.460000000014	37675.19	41013.89	42691.46	35476.35000000001	42920.13000000001	40813.53	17396.020000000004	40201.18	41392.04	38049.26	36958.7	31547.619999999995	35164.58999999998	39050.87	36574.49000000001	34046.87	37643.87	41090.02	38871.02	38810.7	34173.54	threonine--tRNA ligase
TIGR00419	40840.12	27153.87	37428.960000000014	37661.69	41304.89	43034.96	35790.05000000002	43144.13000000001	40841.53	17322.520000000004	40200.68	41649.64	38038.26	36942.3	31695.119999999995	35638.58999999998	39208.37	36691.99000000001	34047.62	37708.87	41122.52	38669.02	38907.359999999986	34163.29	triose-phosphate isomerase
TIGR00420	56894.82	51592.2	46323.37999999999	70866.57	81799.59	88247.96	54921.12	95516.23	66503.73000000001	24528.1	68056.43	68798.44	59718.99000000001	66166.46	44015.64	52672.27	66612.29999999999	57651.64	58469.17	75268.12	67421.69	65415.77	67691.22	48537.31999999999	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase
TIGR00421	15794.7	685.5	7635.25	2400.75	1343.95	846.08	7557.3899999999985	6380.7	2446.13	6616.82	2498.67	2398.14	5051.4	4017.95	3949.83	6184.88	5676.56	4388.18	2946.58	3151.25	3090.35	6326.88	2128.8	4137.16	polyprenyl P-hydroxybenzoate and phenylacrylic acid decarboxylases
TIGR00422	40287.12	27030.47	37173.210000000014	37458.86	40587.89	42432.96	35265.27000000001	42909.13000000001	40794.03	17247.520000000004	40066.18	41045.04	37248.51	36827.3	31258.869999999995	35084.590000000004	38811.7	36256.99000000001	33364.62	37604.87	40910.02	38638.35000000001	38449.95	33975.04	valine--tRNA ligase
TIGR00423	4290.0	309.0900000000001	2643.0	2071.0	937.0	0.0	2315.16	14673.0	1406.66	840.0	1300.0	472.5	2842.0	4683.0	2423.16	3702.0	3056.0	2999.0	1433.5	3800.0	3463.5	5825.0	1165.0	3441.5	radical SAM domain protein, CofH subfamily
TIGR00425	236.0	0.0	0.0	0.0	0.0	0.0	413.0	0.0	0.0	0.0	0.0	0.0	0.0	231.0	24.0	26.0	14.0	36.0	121.0	0.0	10.0	24.5	0.0	3.0	putative rRNA pseudouridine synthase
TIGR00426	63441.86	36328.68	60688.39	45953.07	54683.02	55008.27	52952.41999999999	47423.85000000001	61065.73	16797.600000000002	66750.36	60260.17999999999	58359.53000000001	52411.46000000001	46555.47	49814.95999999999	55667.7	48938.43	40411.08	52803.20999999999	55717.67	60581.05	52400.48	58940.72	competence protein ComEA helix-hairpin-helix repeat region
TIGR00427	17507.199999999993	31114.250000000004	13688.52	44205.13000000001	40715.12	45215.87	19984.360000000004	43521.5	27485.1	19114.39	28618.14	30052.4	22634.56	40319.69	14678.2	20863.26	23192.73	25751.57	31941.400000000005	38109.33	33009.87	21371.9	38975.539999999986	15284.63	membrane protein, MarC family
TIGR00430	40453.12	27038.72	37294.960000000014	37493.69	40957.89	42457.96	35009.60000000001	42910.13000000001	40804.53	17203.020000000004	40112.68	41379.04	37777.01	36591.3	31473.119999999995	35126.590000000004	38926.37	36408.49000000001	33786.87	37628.87	41001.02	38608.52	38773.87	34026.04	tRNA-guanine transglycosylase
TIGR00431	40695.12	27070.97	37294.960000000014	37499.19	40961.89	42471.96	35436.35000000001	42910.13000000001	40804.53	17215.020000000004	40115.18	41379.04	37803.26	36823.3	31528.619999999995	35158.58999999998	38940.37	36512.49000000001	33947.87	37633.87	41011.02	38633.02	38779.7	34032.04	tRNA pseudouridine(55) synthase
TIGR00432	236.0	0.0	0.0	0.0	0.0	0.0	413.0	0.0	0.0	0.0	0.0	0.0	0.0	231.0	24.0	26.0	14.0	36.0	121.0	0.0	10.0	24.5	0.0	3.0	tRNA-guanine(15) transglycosylase
TIGR00433	16095.320000000003	19789.24	22816.61	28112.210000000006	32307.59	37749.54	22847.22	37605.210000000014	29067.53	15878.82	27433.51	27576.97	21946.01	26982.21000000001	18071.270000000004	20801.44	25151.0	22241.49	24374.870000000006	30265.75	29731.82	24258.020000000004	29556.8	20313.840000000004	biotin synthase
TIGR00434	807.4	3813.29	954.94	289.73	94.77	43.44	2708.69	148.10000000000005	2751.4	9280.77	4055.63	1237.8	148.86	314.39	2845.27	2529.17	1385.4	2343.89	4370.62	626.53	1141.17	372.02	87.07000000000002	416.78	phosophoadenylyl-sulfate reductase
TIGR00435	40701.12	27084.97	37294.960000000014	37499.52	40985.39	42483.71	35436.35000000001	42910.13000000001	40804.53	17191.020000000004	40114.18	41381.04	37803.26	36823.3	31531.619999999995	35149.58999999998	38956.37	36475.49000000001	33872.87	37633.87	41014.02	38634.69	38835.7	34035.04	cysteine--tRNA ligase
TIGR00436	40009.12	27017.97	37270.29	37561.19	40961.22	42486.96	33755.020000000004	42909.13000000001	41489.86	11000.69	40101.18	41712.04	37729.93	36355.97	31534.619999999995	33343.92	37865.37	35892.490000000005	30302.54	37575.54	41000.02	38608.19	38773.7	34029.04	GTP-binding protein Era
TIGR00437	71170.55	36323.34	66669.95999999999	56491.83	62241.59	61958.21	58269.13000000001	54635.07	77938.63	27488.35	67385.81	69565.20999999999	66727.84	52677.76000000001	53787.45	57505.63	62697.13000000001	49481.99	50283.55	53832.03	61767.52	66733.85	59305.9	63495.04	ferrous iron transport protein B
TIGR00438	1321.6	2141.29	2204.0	3265.0	614.6	33.29	1831.36	2487.1	1235.73	2911.91	1145.63	2330.4	1161.2	2282.4	1446.0	2355.77	512.2	2550.09	842.29	1052.0	3802.3	1410.19	3922.4	548.25	ribosomal RNA large subunit methyltransferase J
TIGR00439	36.6	92.62	0.0	154.0	63.6	33.29	886.03	33.1	0.4	2868.91	202.63	276.4	20.2	11.4	177.0	20.77	15.2	887.0899999999998	211.29	0.0	560.3	363.69	32.40000000000001	290.25	putative protein insertion permease FtsX
TIGR00440	36360.2	26080.24	29531.960000000006	34105.86	39770.84	38678.69	31367.22	40998.710000000014	37801.86	16066.52	36954.76	35263.869999999995	33040.51	34015.060000000005	27145.539999999994	31772.84	35830.7	27914.29	31169.870000000006	35664.7	38739.27	33155.520000000004	34893.8	29064.79	glutamine--tRNA ligase
TIGR00441	3367.4700000000007	4525.29	2419.54	8745.359999999999	3700.14	6238.29	6775.42	5946.36	8139.26	12453.57	7501.63	8300.4	2938.26	6129.06	4287.27	4491.77	7059.0	10048.490000000002	7908.62	5417.0	6714.97	8015.019999999998	6092.0	6459.91	phosphoheptose isomerase
TIGR00442	41488.12	27072.72	37296.460000000014	40242.19	40961.89	45801.46	35872.35000000001	48362.13000000001	41354.53	17218.020000000004	40407.18	42591.04	37899.26	36825.7	32401.619999999995	35800.58999999998	39320.87	40341.49000000001	34029.87	37633.87	41830.02	38803.02	39092.7	35083.54	histidine--tRNA ligase
TIGR00443	21412.1	5598.58	24838.0	6777.8	14063.3	13575.87	15038.8	9805.6	16869.1	2605.0	15536.3	15463.84	16225.5	10725.57	13569.0	14720.37	15755.76	11097.4	8748.85	9786.67	14203.0	16881.0	11982.5	16610.83	ATP phosphoribosyltransferase, regulatory subunit
TIGR00444	37886.6	21255.02	28057.96	32268.56	31254.14	36147.86	30472.72	38039.110000000015	37034.43	15292.52	34204.130000000005	31957.64	29310.01	31218.630000000005	25910.54	28525.64	33985.930000000015	30136.29	31145.020000000004	31600.870000000006	30651.77	35378.520000000004	26404.099999999995	29940.79	MazG family protein
TIGR00445	39930.12	26825.97	34583.460000000014	37386.19	37452.89	41498.96	34237.35000000001	42201.13000000001	39919.53	17076.020000000004	31662.18	39744.54	34361.76	34814.3	28818.119999999995	34400.590000000004	38140.37	36324.99000000001	33392.37	35304.87	39143.02	37166.02	36664.2	32246.04	phospho-N-acetylmuramoyl-pentapeptide-transferase
TIGR00446	15824.62	4856.870000000001	17400.42	3744.63	13363.02	10929.31	11556.98	8357.28	14149.5	5072.91	13092.51	9830.51	12663.7	6760.1399999999985	9419.0	10874.56	12145.12	7797.79	6086.3899999999985	7980.84	11414.55	9342.02	10201.58	9264.49	NOL1/NOP2/sun family putative RNA methylase
TIGR00447	40459.12	27069.97	37294.960000000014	37441.69	40961.89	42466.71	35023.35000000001	42910.13000000001	40804.53	17203.020000000004	40114.18	41379.04	37803.26	36592.3	31504.619999999995	35127.590000000004	38926.37	36453.49000000001	33788.87	37633.87	41001.02	38608.52	38779.7	34029.04	aminoacyl-tRNA hydrolase
TIGR00448	236.0	0.0	0.0	0.0	0.0	0.0	413.0	0.0	0.0	0.0	0.0	0.0	0.0	231.0	24.0	26.0	14.0	36.0	121.0	0.0	10.0	24.5	0.0	3.0	DNA-directed RNA polymerase
TIGR00449	40925.12	27046.22	37294.960000000014	37494.69	40957.89	42463.96	35560.60000000001	42910.13000000001	41768.53	17203.020000000004	40115.18	41379.04	37786.51	36829.3	32011.619999999995	35179.58999999998	38953.37	36511.99000000001	34028.87	37628.87	41011.02	38654.02	38857.7	34034.04	tRNA-guanine family transglycosylase
TIGR00450	38955.62	26927.37	37052.710000000014	37449.86	40370.69	42341.81	34423.070000000014	42753.63000000001	40685.53	17036.520000000004	39701.18	40844.04	36978.51	36568.3	30996.369999999995	34592.090000000004	38207.2	35667.69	31626.620000000006	37589.87	40748.02	38536.85000000001	38085.35	33896.54	tRNA modification GTPase TrmE
TIGR00451	944.0	0.0	0.0	0.0	0.0	0.0	1602.0	0.0	0.0	0.0	0.0	0.0	0.0	924.0	96.0	104.0	56.0	144.0	484.0	0.0	40.0	98.0	0.0	12.0	uncharacterized domain 2
TIGR00452	36.6	94.62	0.0	211.5	65.6	33.29	889.03	33.1	0.4	2868.91	204.63	278.4	20.2	14.4	193.33	23.77	15.2	950.09	381.29	0.0	561.3	365.69	39.40000000000001	290.25	tRNA (mo5U34)-methyltransferase
TIGR00453	45991.87	39021.82	41963.51	50281.79000000001	65247.53999999999	62911.01	39726.2	58629.31000000001	50564.23	18884.72	49531.43	52544.44	46854.66	51295.63000000001	40711.32	41963.74	45042.7	47188.49	44367.62	51387.07	55371.47	44133.02	50472.65	38033.49000000001	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
TIGR00454	236.0	0.0	0.0	0.0	0.0	0.0	126.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	24.0	26.0	13.0	36.0	121.0	0.0	0.0	21.5	0.0	3.0	TIGR00454 family protein
TIGR00455	8033.05	13667.29	6249.52	19062.33	20699.05	26225.29	12862.06	26548.450000000004	13635.93	6325.24	16510.88	15970.8	10609.929999999997	17853.06	6789.440000000001	9347.75	13500.4	12862.99	16554.190000000002	20161.5	19027.07	11179.94	16353.77	7990.68	adenylyl-sulfate kinase
TIGR00456	40673.12	27084.97	37294.960000000014	37491.19	40950.89	42473.96	35431.35000000001	42929.13000000001	40786.53	17324.020000000004	40110.18	41369.04	37798.26	36774.3	31531.619999999995	35117.58999999998	38933.37	36537.49000000001	33859.87	37627.87	41011.02	38634.02	38779.7	34032.04	arginine--tRNA ligase
TIGR00457	37268.95	24619.32	32922.79	30776.53	36014.72	38121.21	32256.520000000004	35416.97	37039.03	16276.02	38330.43	36116.94	35120.51	33793.880000000005	27127.04	30652.94	36149.2	30321.99	30891.120000000006	34956.2	36232.52	36473.85000000001	33762.619999999995	29654.210000000006	asparagine--tRNA ligase
TIGR00458	2694.25	1240.0	5145.25	1608.75	4611.75	4816.5	3663.0	1970.0	10765.0	2185.5	2752.91	5027.84	3533.5	3894.65	3296.0	2668.09	2301.66	2521.75	1236.25	2602.25	4881.5	3444.5	2632.0	2098.66	aspartate--tRNA(Asn) ligase
TIGR00459	42521.12	27412.369999999995	39170.960000000014	37548.19	44446.69	44097.56	37003.150000000016	43440.13000000001	42967.53	17243.020000000004	40907.18	43884.04	39454.26	37726.3	32483.619999999995	36497.59	43309.37	37551.69	35650.87	39024.87	42521.02	39794.52	40034.77	38165.04	aspartate--tRNA ligase
TIGR00460	40459.12	27069.97	37294.960000000014	37441.69	40990.89	42452.96	35077.35000000001	42910.13000000001	39840.53	17133.020000000004	40114.18	41379.04	37803.26	36592.3	31021.619999999995	35127.590000000004	39011.37	36453.49000000001	33788.87	37633.87	41001.02	38608.52	38781.7	34029.04	methionyl-tRNA formyltransferase
TIGR00461	11043.05	12836.29	7061.69	19349.16	21170.22	26241.04	11760.39	26836.450000000004	15822.6	12831.57	17287.38	16165.8	12084.259999999998	19828.890000000007	8007.44	12630.92	16842.4	13723.990000000002	21043.020000000004	22732.83	15388.57	14073.44	16644.269999999997	9571.68	glycine dehydrogenase
TIGR00462	82.6	164.62	18.0	154.0	63.6	33.29	1060.03	59.1	7.4	2868.91	202.63	276.4	20.2	33.4	196.0	376.77	164.2	971.09	211.29	0.0	559.3	363.69	36.40000000000001	290.25	EF-P lysine aminoacylase GenX
TIGR00463	494.0	99.83	168.5	98.0	395.0	181.79	764.43	7.0	77.0	1166.71	133.43	267.0	69.0	235.0	261.0	97.57	247.5	42.29	242.29	5.0	150.5	212.79	74.0	283.75	glutamate--tRNA ligase
TIGR00464	40462.12	27097.97	38496.960000000014	40311.69	41029.89	45821.96	35554.35000000001	43239.13000000001	41717.53	17235.020000000004	40414.18	43788.04	37872.26	36592.3	31778.949999999993	35859.58999999998	39304.7	37705.49000000001	33937.87	37635.87	41023.02	38775.52	39102.7	35084.04	glutamate--tRNA ligase
TIGR00465	37742.2	24951.22	35631.04	34612.36	40797.22	41527.96	34620.35000000001	41059.47	39934.03	17284.520000000004	39714.18	39900.04	36235.26	35165.630000000005	30032.869999999995	32925.34	37102.7	31505.24	34093.12	36334.2	34756.27	37964.02	34510.289999999986	33720.460000000014	ketol-acid reductoisomerase
TIGR00466	15177.35	20240.54	12230.21	28946.81	25830.89	29796.69	17482.62	38763.110000000015	21571.93	14036.02	19557.38	21811.2	14419.009999999998	24378.810000000005	14761.87	18593.72	19522.270000000004	24738.04	23840.770000000004	25996.95	25650.37	17238.02	21704.2	14212.46	3-deoxy-D-manno-octulosonate cytidylyltransferase
TIGR00467	251.0	18.0	1202.0	2.0	0.0	8.0	530.0	327.0	389.0	133.0	11.0	860.0	0.0	238.0	66.0	750.0	14.0	252.0	121.0	0.0	10.0	32.5	0.0	3.0	lysine--tRNA ligase
TIGR00468	40695.12	27068.97	37294.960000000014	37499.19	40961.89	42465.96	35436.35000000001	42910.13000000001	40804.53	17191.020000000004	40114.18	41379.04	37803.26	36823.3	31528.619999999995	35148.58999999998	38940.37	36466.49000000001	33871.87	37633.87	41011.02	38633.02	38779.7	34032.04	phenylalanine--tRNA ligase, alpha subunit
TIGR00470	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.5	0.0	0.0	O-phosphoserine--tRNA ligase
TIGR00471	236.0	0.0	0.0	0.0	0.0	0.0	413.0	0.0	0.0	0.0	0.0	0.0	0.0	231.0	24.0	26.0	14.0	36.0	121.0	0.0	10.0	24.5	0.0	3.0	phenylalanine--tRNA ligase, beta subunit
TIGR00472	40459.12	27069.97	37290.460000000014	37499.19	40961.89	42471.96	35023.35000000001	42910.13000000001	40804.53	17203.020000000004	40115.18	41379.04	37803.26	36592.3	31504.619999999995	35127.590000000004	38922.37	36453.49000000001	33788.87	37633.87	41001.02	38608.52	38779.7	34029.04	phenylalanine--tRNA ligase, beta subunit
TIGR00473	13984.75	19814.42	9963.21	27572.81	23164.29	30004.9	15531.49	37480.01	19587.53	11159.11	18741.75	19964.3	14233.81	23802.210000000006	13613.37	17260.95	18427.070000000003	24774.95	21881.980000000003	24570.95	24135.97	16184.33	21245.2	11528.21	CDP-diacylglycerol-serine O-phosphatidyltransferase
TIGR00474	1554.02	640.29	515.75	922.25	1214.85	2459.29	1871.66	1178.1	368.73	3147.91	1216.21	1237.57	649.7	1044.65	848.33	1269.59	860.53	2117.34	1064.79	361.75	1538.3	801.1899999999998	568.4	1415.08	L-seryl-tRNA(Sec) selenium transferase
TIGR00475	1727.02	876.29	568.75	899.25	1321.85	2823.29	1843.66	1246.1	316.73	3147.91	1179.21	1495.57	674.7	1109.65	880.33	1376.59	853.53	2302.34	999.79	420.75	2282.3	810.1899999999998	548.4	1436.08	selenocysteine-specific translation elongation factor
TIGR00476	9471.62	5113.49	11772.75	13511.05	13997.05	13679.29	9110.86	9555.2	9188.33	5614.91	16165.01	15854.570000000003	14741.7	8761.05	10834.33	9172.29	12717.13	10005.84	5519.8899999999985	9271.75	13629.3	9960.19	12338.6	15264.08	selenide, water dikinase
TIGR00477	36.6	228.77	1.25	157.0	112.65	166.14	903.33	11.85	1.4	2868.91	236.88	295.4	45.95	35.9	246.5	49.52	23.2	1089.79	235.54	7.0	596.05	472.02	685.2199999999998	315.5	tellurite resistance protein TehB
TIGR00478	29213.44	7880.3499999999985	28118.09	14100.71	19432.34	16198.27	20847.79	11825.68	22706.6	10379.33	21962.300000000007	23297.84	24657.58	14004.49	19991.08	20831.94	22368.27	18323.45	15937.43	13336.92	18100.25	22938.83	18168.43	24143.91	TlyA family rRNA methyltransferase/putative hemolysin
TIGR00479	46333.49000000001	34972.520000000004	60102.71	50520.74000000001	61916.49	57573.85	45110.72	50513.25	62626.7	22791.43	67705.76999999999	58744.78000000001	58135.21000000001	48107.52	46774.03999999999	45934.89999999999	52614.66	46943.03	40482.76	55466.62	62155.07	53738.54	62958.7	52772.7	23S rRNA (uracil-5-)-methyltransferase RumA
TIGR00481	1386.6	1989.26	1072.25	3230.83	825.7	279.74	1913.36	1391.6	1276.9	3317.91	1757.13	2569.6	1781.7	1946.4	1647.08	1497.77	758.37	2250.99	1898.54	1143.5	3827.8	2096.86	4858.28	622.5	Raf kinase inhibitor-like protein, YbhB/YbcL family
TIGR00482	40437.12	26978.64	37294.960000000014	37428.19	40896.89	42455.96	35015.35000000001	42910.3	40808.53	17203.020000000004	40069.18	41268.04	37783.26	36532.47	31329.619999999995	35109.590000000004	38924.54	36447.49000000001	33787.87	37630.87	40509.02	38272.52	38786.7	33749.04	nicotinate (nicotinamide) nucleotide adenylyltransferase
TIGR00483	236.0	0.0	0.0	0.0	0.0	0.0	413.0	0.0	0.0	0.0	0.0	0.0	0.0	231.0	24.0	26.0	14.0	36.0	121.0	0.0	10.0	24.5	0.0	3.0	translation elongation factor EF-1, subunit alpha
TIGR00484	82197.64	53121.49	73873.5	80050.55000000003	85644.51	89349.42	68286.27000000003	90953.41	79419.82	27094.01000000001	80660.74	85039.85	76320.74	75159.27	65089.40999999999	71240.23	78745.7	73611.93	65248.87000000001	75007.16	83851.23999999999	76532.64	77543.0	70850.16	translation elongation factor G
TIGR00485	43381.06	31360.99	40542.88	51841.77	45376.41	45541.75	38959.680000000015	48335.39	42223.26	21039.43	42246.06000000001	43129.54	41844.960000000014	40794.02	34834.119999999995	38195.91	40174.57	40755.33	35927.16	41256.789999999986	46788.32	41201.210000000014	54728.43	35523.62	translation elongation factor Tu
TIGR00486	39232.62	25817.47	31636.460000000006	37367.19	37323.39	40515.96	33843.35000000001	41254.63000000001	39269.03	17125.020000000004	36595.68	38840.04	33615.26	35177.3	29424.119999999995	32633.09	37024.87	34989.990000000005	31904.870000000006	35820.87	37774.02	37159.52	35774.7	32359.04	dinuclear metal center protein, YbgI/SA1388 family
TIGR00487	40459.12	27069.97	37294.960000000014	37499.19	40961.89	42465.96	35023.35000000001	42910.13000000001	40804.53	17203.020000000004	40114.18	41379.04	37803.26	36592.3	31504.619999999995	35127.590000000004	38926.37	36453.49000000001	33788.87	37633.87	41001.02	38608.52	38779.7	34029.04	translation initiation factor IF-2
TIGR00488	26834.44	7395.1799999999985	27450.67	13768.38	18773.17	16195.52	18646.25	10986.68	21848.1	3916.5	21439.800000000007	22958.84	23793.5	13117.16	19034.0	18480.870000000006	20794.1	16297.95	11680.85	13244.59	17351.25	22472.83	17735.68	23657.91	putative HD superfamily hydrolase
TIGR00489	236.0	0.0	0.0	0.0	0.0	0.0	413.0	0.0	0.0	0.0	0.0	0.0	0.0	231.0	24.0	26.0	14.0	36.0	121.0	0.0	10.0	24.5	0.0	3.0	translation elongation factor aEF-1 beta
TIGR00490	236.0	0.0	0.0	0.0	0.0	0.0	413.0	0.0	0.0	0.0	0.0	0.0	0.0	231.0	24.0	26.0	14.0	36.0	121.0	0.0	10.0	24.5	0.0	3.0	translation elongation factor aEF-2
