function	A011.337.951	A011.796.405	A065.688.849	A139.426.047	A257.868.269	A290.419.594	A328.260.254	A328.607.302	A475.161.163	A510.125.355	A517.753.353	A519.936.442	A603.130.471	A603.362.293	A627.062.688	A674.187.094	A712.481.521	A742.300.741	A750.812.113	A866.438.792	A896.860.089	A912.362.107	A912.836.594	A929.187.519	description
EC:1.4.1.3	591.0	123.69	598.0	1368.0	1117.0	399.0	559.0	59.0	52.0	971.5	19.0	360.6	33.0	535.0	803.0	474.4	458.0	687.0	340.0	126.0	593.0	222.0	170.0	423.5	Glutamate dehydrogenase (NAD(P)(+))
EC:1.4.1.4	36022.98	40278.820000000014	36254.31	52514.86	60871.42	65160.46	44506.63000000001	70340.65	54355.56000000001	20305.6	57817.68	54521.84	46586.99000000001	56527.12000000001	34798.06	40723.169999999984	51937.4	46383.63999999999	49700.77	59429.2	52269.53999999999	50666.35	50218.90999999999	41476.640000000014	Glutamate dehydrogenase (NADP(+))
EC:1.4.1.9	1.0	1.4	288.0	0.0	0.0	0.0	4.2	45.5	0.0	0.0	0.0	0.6	0.0	3.0	2.0	4.0	0.0	196.0	170.0	0.0	0.0	2.0	5.0	0.0	Leucine dehydrogenase
EC:1.4.3.10	0.0	6.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	3.0	Putrescine oxidase
EC:1.4.3.16	33843.53	23197.24	33482.79	29260.53	38240.67	36554.86	31361.220000000005	40573.55	38912.03	16088.02	36413.6	34732.87	31541.01	32991.960000000014	25080.870000000006	29616.169999999995	34017.53	31747.29	31606.120000000006	36018.7	36119.27	34206.020000000004	32111.469999999994	28666.63	L-aspartate oxidase
EC:1.4.3.19	0.0	17.0	542.0	0.33	23.5	17.75	3.0	90.0	0.0	0.0	0.0	2.0	0.0	3.0	5.0	4.0	219.0	72.0	171.0	0.0	523.0	3.67	61.0	3.0	Glycine oxidase
EC:1.4.3.21	0.0	0.0	0.0	69.0	0.0	17.29	7.43	0.0	0.0	1166.71	0.43	0.0	0.0	0.0	0.0	0.57	14.0	1.29	0.0	0.0	1.5	2.29	0.0	7.25	Primary-amine oxidase
EC:1.4.3.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D-amino-acid oxidase
EC:1.4.3.4	0.0	7.5	42.5	0.0	0.0	18.5	34.0	5.0	0.0	15.0	26.33	44.67	5.0	0.4	267.5	8.17	8.33	0.0	0.0	196.5	56.0	0.0	19.0	345.83	Monoamine oxidase
EC:1.4.3.5	4658.799999999998	4684.62	4736.52	8700.0	3866.97	7930.29	6874.06	4225.45	8622.27	11847.24	16407.88	8851.8	3740.93	8615.98	3182.43	3915.09	10568.4	6778.990000000002	13350.52	9780.83	7602.4000000000015	7072.27	4923.1	6207.35	Pyridoxal 5'-phosphate synthase
EC:1.4.4.2	39495.05	14843.63	20572.19	22524.660000000003	22361.22	29453.04	24178.65	42448.45	22489.26	14348.07	19884.38	17611.8	18421.76	25589.390000000007	13180.44	22704.72	25072.060000000005	24672.49	23923.520000000004	24989.33	27795.57	21542.94	18703.27	12707.179999999997	Glycine dehydrogenase (aminomethyl-transferring)
EC:1.4.7.1	7098.6	4964.3	16545.17	10176.8	14731.2	13329.0	9706.0	5456.1	14836.1	3707.0	14714.63	15199.07	12742.5	9566.9	11689.5	10445.87	11679.1	7863.0	7913.35	10223.0	13960.0	12919.5	14881.7	13125.33	Glutamate synthase (ferredoxin)
EC:1.4.9.1	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Methylamine dehydrogenase (amicyanin)
EC:1.4.99.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	Glycine dehydrogenase (cyanide-forming)
EC:1.4.99.6	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	3.0	0.0	63.0	170.0	0.0	0.0	2.0	5.0	0.0	D-arginine dehydrogenase
EC:1.5.1.10	0.0	0.0	0.0	0.0	0.0	0.0	55.8	0.0	4.0	0.0	0.0	0.0	0.0	0.0	10.0	129.4	2.0	4.0	0.0	0.0	0.0	26.0	0.0	0.0	Saccharopine dehydrogenase (NADP(+), L-glutamate-forming)
EC:1.5.1.2	38850.57	27266.39	36496.16	37976.640000000014	41707.34	42622.96	35151.380000000005	40229.73	39185.23	17639.020000000004	40279.68	40940.54	37799.91	36847.8	31345.72	34082.99	38378.17	34163.64	34430.12	37251.12	36885.02	38381.69	39085.63000000001	34241.79	Pyrroline-5-carboxylate reductase
EC:1.5.1.20	37194.95	29051.570000000003	34381.54	39702.11	54159.66999999999	57155.36	32168.80000000001	52476.97	43970.03	17100.020000000004	37463.93	41445.54	39868.51000000002	40141.98	29640.789999999994	31348.84	37751.37	37683.54	35814.87	43635.45	37834.02	36893.52	41036.639999999985	27382.210000000006	Methylenetetrahydrofolate reductase (NAD(P)H)
EC:1.5.1.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1-piperideine-2-carboxylate/1-pyrroline-2-carboxylate reductase (NADPH)
EC:1.5.1.24	0.0	2.0	0.0	37.0	246.0	292.0	0.0	0.17	13.0	94.0	8.0	8.0	0.0	9.17	6.0	0.0	28.17	0.0	132.0	4.0	0.0	20.0	0.0	16.0	N(5)-(carboxyethyl)ornithine synthase
EC:1.5.1.28	883.25	145.4	865.75	1360.75	514.75	396.5	372.2	658.0	487.0	221.5	758.75	649.1	579.5	709.25	311.5	320.5	696.5	462.5	957.25	1367.25	636.25	385.0	288.0	530.25	Opine dehydrogenase
EC:1.5.1.3	23516.72	25515.82	26854.21	29025.44	35270.24	37158.87	28397.980000000003	35748.23	34365.60000000001	20914.64	33840.820000000014	33192.17	28257.960000000006	32449.78000000001	22925.29	27056.279999999995	31750.74	31129.62	30660.910000000003	34158.95	35928.32	31735.5	33306.43	26920.790000000005	Dihydrofolate reductase
EC:1.5.1.33	15.0	2.0	0.0	0.0	0.0	0.0	5.0	26.0	10.0	0.0	5.0	4.0	5.0	0.0	2.0	22.0	5.0	5.0	12.0	1.0	0.0	1.0	0.0	0.0	Pteridine reductase
EC:1.5.1.34	135.6	1749.29	716.67	5606.0	590.94	17.29	2692.69	2217.6	1083.74	15687.57	854.63	1083.4	1867.86	1896.06	1748.0	4185.1100000000015	1021.53	1883.09	7258.95	1500.66	2783.3	832.3499999999998	7660.4	29.25	6,7-dihydropteridine reductase
EC:1.5.1.36	36.6	1.29	0.0	70.0	3.6	17.29	881.03	6.6000000000000005	0.4	2868.91	162.63	163.4	0.2	9.4	3.0	10.77	14.2	944.09	368.0	0.0	107.3	35.69	32.40000000000001	10.25	Flavin reductase (NADH)
EC:1.5.1.38	2951.6	644.5	2257.5	6434.75	2880.1	1411.54	2690.03	878.6	4451.4	3865.66	5031.96	5565.57	5176.2	1267.4	3974.0	1884.94	2943.53	2762.59	1761.54	3340.5	3032.8	3294.44	3979.4	4245.83	FMN reductase (NADPH)
EC:1.5.1.39	2420.33	4958.0	1188.8	2265.350000000001	876.7	590.4	3974.65	3468.6	2697.2	671.95	1186.91	986.24	656.15	2581.5	3586.53	1866.99	1566.16	5383.45	1324.75	1650.45	5673.2	743.75	681.6	1108.11	FMN reductase (NAD(P)H)
EC:1.5.1.41	36.6	1.29	0.0	70.0	3.6	17.29	878.03	33.1	0.4	2868.91	162.63	163.4	0.2	6.4	3.0	7.77	14.2	881.0899999999998	203.29	0.0	70.3	33.69	30.4	10.25	Riboflavin reductase (NAD(P)H)
EC:1.5.1.5	40495.12	27094.72	37294.960000000014	37615.19	41011.39	42487.96	35315.10000000001	42910.13000000001	40807.53	17278.520000000004	40125.18	41390.04	37818.01	36879.3	31504.619999999995	35139.590000000004	38927.37	36531.99000000001	33869.87	37646.87	41046.02	38612.52	38831.2	34104.04	Methylenetetrahydrofolate dehydrogenase (NADP(+))
EC:1.5.1.6	0.0	104.0	7.25	113.0	136.5	0.0	30.75	123.0	0.0	0.0	87.25	0.0	9.0	174.25	11.5	25.25	6.0	7.5	12.5	59.0	19.5	0.0	0.0	0.0	Formyltetrahydrofolate dehydrogenase
EC:1.5.1.7	16071.18	21153.55	21124.54	28644.78	30301.82	33583.07	20409.19	37727.45	34027.130000000005	12063.11	31742.050000000007	27614.04	22700.31	30081.310000000005	19712.870000000006	20930.92	24294.83	22028.45	23440.83	30336.95	30135.97	25855.160000000003	26047.57	21325.710000000006	Saccharopine dehydrogenase (NAD(+), L-lysine-forming)
EC:1.5.3.1	597.0	73.4	96.0	420.0	370.0	156.0	270.4	449.0	793.0	202.0	316.0	285.6	153.0	289.0	137.0	394.6	203.0	561.0	821.5	3.0	36.5	125.0	64.0	198.0	Sarcosine oxidase
EC:1.5.5.1	111.0	16.0	830.0	0.0	0.0	0.0	224.0	26.5	419.0	0.0	0.0	0.0	0.0	28.0	25.0	18.0	221.0	218.0	503.0	362.0	955.0	2.0	7.0	11.0	Electron-transferring-flavoprotein dehydrogenase
EC:1.5.5.2	5209.6	6792.62	3311.67	8609.33	17099.269999999997	17749.04	5496.1100000000015	13676.85	9848.07	9884.24	490.63	7471.4	6843.53	7679.73	5023.0	5862.44	5174.2	6864.09	10070.62	10471.83	7758.3	4792.94	10303.9	561.75	Proline dehydrogenase
EC:1.5.98.1	236.0	0.0	0.0	0.0	0.0	0.0	126.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	24.0	26.0	13.0	36.0	121.0	0.0	0.0	21.5	0.0	3.0	Methylenetetrahydromethanopterin dehydrogenase
EC:1.5.98.2	236.0	0.0	0.0	0.0	0.0	0.0	126.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	24.0	26.0	13.0	36.0	121.0	0.0	0.0	21.5	0.0	3.0	5,10-methylenetetrahydromethanopterin reductase
EC:1.5.99.15	236.0	0.0	0.0	0.0	0.0	0.0	126.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	24.0	26.0	13.0	36.0	121.0	0.0	0.0	21.5	0.0	3.0	Dihydromethanopterin reductase (acceptor)
EC:1.6.1.1	36.6	1.29	0.0	70.0	3.6	17.29	881.03	6.6000000000000005	0.4	2868.91	162.63	163.4	0.2	9.4	5.0	10.77	14.2	944.09	373.29	0.0	70.3	35.69	35.40000000000001	10.25	NAD(P)(+) transhydrogenase (Si-specific)
EC:1.6.1.2	3887.2	484.75	5699.25	423.5	1296.2	90.58	3517.2899999999995	1556.2	1600.28	6003.32	643.26	4113.8	1704.65	717.8	2078.25	2417.54	2059.41	3215.68	3564.33	1909.0	4174.6	733.38	960.05	750.5	NAD(P)(+) transhydrogenase (Re/Si-specific)
EC:1.6.2.4	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NADPH--hemoprotein reductase
EC:1.6.3.3	236.0	0.0	0.0	0.0	0.0	0.0	413.0	0.0	0.0	0.0	0.0	0.0	0.0	231.0	24.0	27.0	14.0	36.0	121.0	0.0	10.0	24.5	0.0	3.0	NADH oxidase (H(2)O(2)-forming)
EC:1.6.3.4	92.0	0.0	0.0	0.0	3.0	0.0	2.33	1.0	0.0	0.0	0.0	0.0	9.5	0.0	3.0	2.0	1.67	0.0	5.0	3.0	0.0	0.0	164.0	0.0	NADH oxidase (H(2)O-forming)
EC:1.6.5.2	730.45	337.05999999999995	928.42	3101.33	1295.25	489.93000000000006	5486.44	333.87	226.13	6250.15	4365.589999999998	2703.4700000000007	372.48	457.53	1197.09	245.29	459.9	3330.38	1373.58	1182.75	1746.27	914.38	739.0399999999997	1286.41	NAD(P)H dehydrogenase (quinone)
EC:1.6.5.3	171370.31	175309.5	143273.90000000002	216569.3	250805.2	296382.06999999995	193032.02999999997	323119.0	217901.3	142307.2	178967.96	198698.08	164686.09999999998	226222.67	144478.7	184438.41	219329.82	208577.4	220792.45	246996.97	233574.3	195291.7	191363.8	130474.29	NADH:ubiquinone reductase (H(+)-translocating)
EC:1.6.5.5	732.6	108.29	2701.0	388.66	278.1	60.04	1417.03	827.6	1413.4	2911.91	469.63	1310.4	372.2	300.4	198.0	873.7700000000002	672.2	1536.09	1235.29	731.0	1133.3	74.03	427.4	221.25	NADPH:quinone reductase
EC:1.6.99.1	58.0	2.0	0.0	5.0	0.0	46.0	0.0	19.0	4.0	70.0	4.0	4.0	0.0	7.0	14.33	0.0	1.33	9.0	0.0	0.0	7.0	0.0	4.0	2.0	NADPH dehydrogenase
EC:1.6.99.3	9637.6	17313.87	9350.3	18781.68	20923.55	26337.730000000003	14131.16	33765.79	18653.1	7516.07	17271.81	16935.8	10637.85	19891.99	10165.53	11362.59	15167.87	17338.83	17881.83	22384.95	21086.6	12363.65	17690.93	7252.7	NADH dehydrogenase
EC:1.7.1.13	12723.6	22288.44	11620.46	27176.06	24657.939999999995	32519.04	17618.77	37682.360000000015	18730.93	13596.02	30471.88	23885.7	14769.009999999998	23932.960000000006	16538.620000000006	16773.32	20418.6	24438.74	22131.770000000004	24500.45	26048.77	17037.350000000002	23778.25	13444.21	PreQ(1) synthase
EC:1.7.1.15	184.2	111.58	1102.0	219.66	18.2	91.87	2291.49	66.2	289.8	6919.530000000002	341.69	340.8	5.4	96.8	75.0	411.11	640.73	2008.47	1426.58	730.0	1186.1	84.01	188.8	35.75	Nitrite reductase (NADH)
EC:1.7.1.6	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Azobenzene reductase
EC:1.7.1.7	157.85	1792.29	947.75	4034.0	1303.85	272.79	1116.03	1397.27	528.4	3672.91	806.63	1414.4	1721.7	1630.0700000000004	1820.25	1274.02	308.37	3620.59	471.29	812.25	2784.3	1017.02	4613.4	453.0	GMP reductase
EC:1.7.2.1	6.0	113.0	0.0	92.83	68.0	79.0	20.0	3.0	0.0	0.0	33.0	115.0	24.0	17.0	204.0	26.0	1.0	162.0	179.0	10.0	454.0	283.67	73.0	289.0	Nitrite reductase (NO-forming)
EC:1.7.2.2	4402.799999999998	6149.04	3546.45	9581.7	4132.8	9239.0	6625.43	7033.45	8709.43	4376.7	18494.45	9402.9	3272.600000000001	12690.65	3216.6	2655.15	6912.0	8566.7	10635.29	8959.5	9816.0	7300.65	6213.7	9113.0	Nitrite reductase (cytochrome; ammonia-forming)
EC:1.7.2.3	370.2	5161.62	1422.0	11074.0	1185.2	0.0	1989.2	4867.2	1056.8	3404.4	1606.4	2174.8	3697.4	4696.8	3548.33	3813.4	196.4	3796.6	420.58	2760.0	7143.6	1658.8	15336.8	63.0	Trimethylamine-N-oxide reductase (cytochrome c)
EC:1.7.2.4	0.0	2.0	0.0	0.0	2.0	0.0	38.0	0.0	290.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	4.0	0.0	Nitrous-oxide reductase
EC:1.7.2.5	0.0	134.5	0.0	1202.33	872.0	147.0	78.0	39.0	290.0	0.0	41.5	172.0	50.0	104.0	318.83	18.0	6.0	80.5	315.0	106.0	468.0	477.67	101.0	485.0	Nitric-oxide reductase (cytochrome c)
EC:1.7.3.3	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Factor independent urate hydroxylase
EC:1.7.7.1	1782.6	1107.3	2358.5	6298.8	3863.7	2548.0	1948.5	687.6	4228.6	1261.0	4741.13	5854.07	5051.0	1662.8	4658.5	2243.62	2384.93	1272.75	933.35	3076.5	2085.25	3054.0	4347.7	4725.08	Ferredoxin--nitrite reductase
EC:1.7.7.2	0.0	1.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Ferredoxin--nitrate reductase
EC:1.7.99.1	38650.97	30348.04	33073.22	40968.53	56236.2	67132.86	34727.890000000014	50439.65	41270.960000000014	10355.69	37984.390000000014	43532.87999999998	38499.180000000015	37672.53	29760.539999999994	30745.16	35304.22	35366.54	37001.99000000001	44931.37	41947.02	39498.19	42590.67	31349.27	Hydroxylamine reductase
EC:1.7.99.4	4018.2	3001.46	2410.0	8846.49	4932.7	1425.28	7484.86	4474.2	3498.96	22942.87	5702.91	7354.3	2421.9	4434.200000000002	4088.33	2347.890000000001	2116.4	10227.13	3768.53	1448.0	5885.6	5357.839999999998	5456.29	2932.25	Nitrate reductase
EC:1.8.1.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	CoA-disulfide reductase
EC:1.8.1.15	6.0	16.0	0.0	0.33	23.5	17.75	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	1.0	0.0	9.0	1.0	0.0	3.0	1.67	56.0	3.0	Mycothione reductase
EC:1.8.1.2	925.2	190.58	841.34	307.0	132.54	66.58	4201.72	132.2	975.14	18556.48	15734.26	4180.8	187.06	480.46	1288.33	2905.88	2113.4	3208.18	8314.24	483.66	1606.6	702.04	87.80000000000003	580.5	Assimilatory sulfite reductase (NADPH)
EC:1.8.1.4	39837.5	22888.14	27203.64	35375.19	31567.27	39267.74	30123.3	41886.22	40040.79	16442.82	37179.96	34277.67	24710.41	37413.06000000001	19620.620000000006	28500.840000000004	35519.200000000004	31474.29	36354.77	34824.33	32928.42	30592.94	27163.77	23163.26	Dihydrolipoyl dehydrogenase
EC:1.8.1.7	297.1	265.42	320.25	162.0	128.45	200.74	1224.88	111.69	291.4	2872.91	240.38	298.4	80.7	48.24	304.0	93.52	51.54	1401.99	542.54	13.0	606.05	509.02	2110.4500000000007	341.0	Glutathione-disulfide reductase
EC:1.8.1.8	13382.28	19581.58	9108.21	24647.31	21785.82	26264.980000000003	16925.579999999998	31809.55	18861.33	16399.26	18827.01	17725.6	13597.54	24259.2	12788.21	16012.420000000002	19130.800000000007	21005.13	22160.060000000005	25560.28	24318.74	16241.71	20769.34	10223.71	Protein-disulfide reductase
EC:1.8.1.9	58117.97	35730.44	55413.21	55039.99000000001	59256.63999999999	59738.81	52505.19	53641.15	64341.46	22290.520000000004	64799.72	67264.85	56505.76	52271.07000000001	46711.45	51260.05	59242.3	56409.19	44083.22	48269.87	57883.27	55637.85	57658.88	54279.78	Thioredoxin-disulfide reductase
EC:1.8.2.2	0.0	58.67	0.0	0.0	2.0	0.0	36.33	0.0	2.33	0.0	8.0	0.0	0.0	343.0	15.33	0.0	0.0	0.0	0.0	0.0	601.0	0.0	31.0	4.0	Thiosulfate dehydrogenase
EC:1.8.2.3	99.0	1656.0	0.0	0.0	0.0	0.0	0.0	434.0	0.0	0.0	0.0	0.0	255.0	0.0	770.0	1155.0	0.0	33.0	0.0	0.0	1465.0	0.0	0.0	19.0	Sulfide-cytochrome-c reductase (flavocytochrome c)
EC:1.8.4.11	35913.77	22368.74	24065.71	32656.39	28086.689999999995	34453.54	27553.800000000007	34625.950000000004	28787.43	15007.77	30393.71	29035.57	25488.76	27726.65	21994.370000000006	26966.140000000007	26289.61	32362.49	28067.520000000004	30111.95	26401.52	29688.6	27473.17	26162.79	Peptide-methionine (S)-S-oxide reductase
EC:1.8.4.12	35139.77	20860.09	21371.21	27058.89	25108.89	32298.19	26338.25	33022.03000000001	21791.93	14886.77	22321.46	23410.57	20991.26	26406.480000000003	18727.95	25174.640000000007	24451.94	28324.29	27655.270000000004	26936.2	24036.77	26545.6	21674.52	21603.79	Peptide-methionine (R)-S-oxide reductase
EC:1.8.4.8	4931.9	4848.190000000001	3052.69	6036.73	3595.77	1084.9399999999996	5114.64	2173.1	7313.4	10365.27	9850.88	7656.4	6699.36	3199.14	7302.77	4635.92	3513.9	4961.39	4884.87	3431.53	3182.67	3324.02	3857.57	4593.28	Phosphoadenylyl-sulfate reductase (thioredoxin)
EC:1.8.5.2	1059.0	4562.0	1336.0	5628.0	521.0	621.0	2460.8	804.0	2290.0	151.0	9034.0	2369.0	620.0	2547.0	1052.0	332.6	666.0	660.0	1053.0	1695.0	555.6	3822.0	1133.6	1984.5	Thiosulfate dehydrogenase (quinone)
EC:1.8.5.3	1212.6	6685.24	181.0	523.5	335.1	123.58	1100.46	2200.1	1783.9	4185.12	2530.56	3231.9	1215.2	3182.4	3216.5	4746.84	597.7	1758.38	276.58000000000004	11.0	6022.8	2481.98	97.4	302.25	Dimethylsulfoxide reductase
EC:1.8.7.1	62.0	81.0	49.0	0.0	27.5	16.75	192.0	45.0	17.0	0.0	5.0	4.0	7.0	22.0	48.66	378.0	168.0	89.0	12.0	7.0	438.0	1.0	7.0	0.0	Assimilatory sulfite reductase (ferredoxin)
EC:1.8.7.2	0.0	1.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Ferredoxin:thioredoxin reductase
EC:1.8.98.1	11423.0	7001.01	6540.51	8446.49	3611.5	1824.0	10512.48	5696.0	6435.98	1392.99	7305.5	5579.5	6322.99	11317.48	6150.52	8440.49	7766.0	9132.0	2772.0	8493.0	6286.01	14707.0	4161.51	6467.49	CoB--CoM heterodisulfide reductase
EC:1.8.99.2	5185.0	3901.68	6624.0	4530.0	7947.0	2043.0	3490.32	6673.0	3088.66	301.0	8884.66	6216.34	7622.0	5603.8	3635.0	2827.34	2535.66	5237.0	708.0	3941.0	6985.0	4767.0	5653.0	4130.66	Adenylyl-sulfate reductase
EC:1.8.99.3	1658.0	661.34	198.0	644.0	494.0	0.0	310.66	1558.0	395.32	86.0	622.0	550.0	296.0	1204.0	220.0	654.0	384.0	1610.0	0.0	0.0	1242.0	446.0	126.0	458.0	Hydrogensulfite reductase
EC:1.8.99.5	1658.0	661.34	198.0	644.0	494.0	0.0	310.66	1558.0	395.32	86.0	622.0	550.0	296.0	1204.0	220.0	654.0	384.0	1610.0	0.0	0.0	1242.0	446.0	126.0	458.0	Dissimilatory sulfite reductase
EC:1.9.3.1	2850.0	69.0	7396.0	57.5	94.5	53.25	2750.0	1402.0	11995.0	0.0	429.0	2718.0	149.0	1155.0	688.33	2461.0	1572.0	3938.0	2625.0	1102.0	3584.0	313.0	159.0	226.0	Cytochrome-c oxidase
EC:1.97.1.4	128570.41	82756.73999999999	126156.35	129657.42	141942.03	141989.72999999998	116257.5	120801.71	154942.15	49844.40000000001	139793.86	148405.2	132423.12	120767.07	107000.96	112102.1	120503.38	112127.02	104725.27	119331.91	125269.34	130627.29	136723.84	121060.48	[Formate-C-acetyltransferase]-activating enzyme
EC:1.97.1.9	4177.4	4551.49	1672.0	3400.8	2430.0	3025.29	4947.230000000001	2381.4	1127.8	6615.81	2572.16	3494.87	3143.6	2111.2	3296.5	5030.94	2718.03	5686.69	2472.18	1271.5	6037.4	3135.49	1579.4	3655.83	Selenate reductase
EC:2.1.1.10	582.67	1340.3	1742.67	4014.33	2706.27	1374.24	1020.78	2364.91	857.0	2026.71	6443.68	1438.0	1934.5	1377.0700000000004	2843.25	987.07	745.1700000000002	3948.19	640.29	3655.42	2904.25	535.29	7889.21	1572.58	Homocysteine S-methyltransferase
EC:2.1.1.104	234.0	2.0	0.0	5.0	0.0	0.0	3.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	1.0	2.0	Caffeoyl-CoA O-methyltransferase
EC:2.1.1.107	28222.22	5918.53	25227.59	9516.21	16056.99	14580.87	19817.65	11339.13	19009.9	18679.86	27741.4	21401.14	21639.730000000003	12378.45	17354.33	16622.97	18964.49	16011.22	13902.3	10971.25	17127.1	17933.670000000002	12830.16	18195.74	Uroporphyrinogen-III C-methyltransferase
EC:2.1.1.11	0.0	1.0	31.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Magnesium protoporphyrin IX methyltransferase
EC:2.1.1.113	26.0	1688.29	251.0	509.5	123.0	172.0	952.0	4429.0	701.0	72.0	976.0	26.0	182.0	140.0	0.0	11.0	13.0	34.0	66.0	2.0	0.0	1554.0	0.0	8.0	Site-specific DNA-methyltransferase (cytosine-N(4)-specific)
EC:2.1.1.13	39526.03	27799.17	38867.79	36665.53000000001	48208.67	46166.11	40237.02	43036.05	44557.53	20374.020000000004	48111.93	44601.94	36978.51	39731.960000000014	32532.369999999995	35803.33999999998	40010.360000000015	35171.29	34935.62	38995.7	42186.77	38735.02	37109.97	35810.960000000014	Methionine synthase
EC:2.1.1.130	23049.02	8629.91	20144.84	12124.96	11190.12	20928.0	17472.210000000006	11936.18	19310.76	5718.83	14987.63	20234.17	14120.83	14052.98	11423.84	13642.7	18249.43	12496.5	14588.64	15000.17	15018.27	20424.75	11137.13	18995.74	Precorrin-2 C(20)-methyltransferase
EC:2.1.1.131	14301.02	5755.41	18023.92	8937.380000000001	13637.12	14535.0	11962.33	10075.43	15389.93	3518.0	17126.879999999994	15696.67	16316.0	11662.82	12426.0	11265.02	13632.43	10541.25	7271.39	9551.92	14166.5	15747.5	10554.36	16678.41	Precorrin-3B C(17)-methyltransferase
EC:2.1.1.132	17859.45	10266.77	18154.57	11517.73	15758.65	21384.25	16786.510000000002	8726.95	20356.86	5494.33	24290.93	23673.87	20537.33	16732.41	13812.84	12853.7	18960.93	14629.0	16256.35	16868.0	17998.269999999997	19283.25	13572.17	22548.26	Precorrin-6B C(5,15)-methyltransferase (decarboxylating)
EC:2.1.1.133	24817.02	5692.41	22979.92	8270.380000000001	13182.12	14539.0	15205.33	9184.43	15673.93	3452.0	16662.879999999994	15325.67	18603.0	11315.82	13847.0	14801.02	15993.43	10307.25	8022.39	9671.92	14315.5	18296.5	10957.36	17123.41	Precorrin-4 C(11)-methyltransferase
EC:2.1.1.14	3061.35	2822.69	2153.0	4662.08	2899.15	1513.2199999999998	3091.6	4060.69	1433.9	5900.08	1747.74	5356.9	2867.7	3786.64	4026.58	2926.66	1944.21	6688.37	2346.33	2331.0	5135.05	2100.52	6528.469999999998	1675.25	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase
EC:2.1.1.144	1757.85	105.5	292.75	433.75	556.35	169.79000000000005	1636.03	585.6	517.4	3148.91	1312.88	1562.9	1680.7	731.65	986.0	217.27	338.7	1841.09	724.54	53.25	216.55	159.69	206.4	436.5	Trans-aconitate 2-methyltransferase
EC:2.1.1.148	8902.220000000001	6033.550000000001	8663.35	9116.65	7184.25	5949.82	8449.029999999999	7803.0	6188.33	1343.7	8468.42	14013.77	10446.0	5932.42	10557.93	8184.05	6164.030000000002	7807.549999999998	4926.25	4599.62	6283.7	9664.5	5854.0	10496.2	Thymidylate synthase (FAD)
