pathway	A011.337.951	A011.796.405	A065.688.849	A139.426.047	A257.868.269	A290.419.594	A328.260.254	A328.607.302	A475.161.163	A510.125.355	A517.753.353	A519.936.442	A603.130.471	A603.362.293	A627.062.688	A674.187.094	A712.481.521	A742.300.741	A750.812.113	A866.438.792	A896.860.089	A912.362.107	A912.836.594	A929.187.519	Pathway	Pathway1	Pathway2
Cofactor metabolism	0.00027864330277194	0.000305788290353556	0.000239040200224669	0.000244457735137965	0.000229770049521967	0.000337978791723958	0.000252870468205053	0.000354809711795749	0.000256780720107889	0.000392568486053505	0.000260895732715076	0.000249459266717475	0.00019945771961156	0.000229389367344693	0.00020421849071975	0.000268295631836489	0.000216952020779792	0.000369222560878545	0.000269675732222084	0.000221966212893066	0.000256325643774551	0.000209202286749379	0.000245167127976298	0.000128210602832454	Cofactor metabolism	Not Included in Pathway or Brite	Unclassified: metabolism
ko04966	4.14431459728334e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Collecting duct acid secretion	Organismal Systems	Excretory system
ko05210	8.73414301377464e-06	3.89980351370882e-06	3.57611489759197e-05	3.24002316202401e-06	2.2886201400083e-06	0	4.86234458959306e-06	9.92078283431294e-06	2.81616860334955e-05	8.23860323254197e-07	2.75653472075139e-06	1.06374630119401e-05	1.56097437497083e-06	2.72291366391776e-06	2.34333302354375e-06	1.25454386369424e-05	8.8491576126767e-06	1.24275187013977e-05	5.76737344896866e-06	3.64846420825484e-06	1.52960878182494e-05	2.33234800603571e-06	4.54467118200977e-07	2.63190317728106e-06	Colorectal cancer	Human Diseases	Cancer: specific types
ko05171	6.84640771471208e-05	0	0	0	0	0	0.000122562309723917	0	0	0	0	0	0	6.25438718681568e-05	8.73243382588253e-06	8.66516065246117e-06	4.0554306333066e-06	1.09789122270016e-05	3.88466426344052e-05	0	2.51707774224358e-06	7.04887397379682e-06	0	1.00036138864981e-06	Coronavirus disease - COVID-19	Human Diseases	Infectious disease: viral
ko04934	1.55820012385958e-05	2.53931293608693e-05	4.14859360811877e-05	6.62812141986276e-05	1.71486214434136e-05	1.49314118849707e-05	3.14444255915707e-05	2.4261606310069e-05	4.92278700292637e-05	7.33410039532087e-05	7.6380586972663e-05	6.6457479999134e-05	2.21906218663505e-05	4.63837949848147e-05	2.91968665074519e-05	2.58927617150336e-05	1.8362469980608e-05	6.12672315267704e-05	3.5616569524447e-05	2.74307060267429e-05	2.35288682490338e-05	3.70517840837947e-05	5.44289580197411e-05	3.71989145995093e-05	Cushing syndrome	Human Diseases	Endocrine and metabolic disease
ko00460	0.00218015803343901	0.003375785776943	0.00232593271497685	0.00322585631168082	0.00324284622356852	0.00362161956283885	0.00259771038503172	0.00341899068732187	0.00315050722821504	0.00196477831043175	0.00321323720640177	0.00298472710736263	0.00274468824414905	0.00330207698452106	0.00255387694106919	0.00244384168626795	0.00286455425971932	0.00269131935197056	0.0030899275403814	0.00341950362743016	0.00294525106022887	0.00293225154764789	0.00310409577809313	0.00253532161974488	Cyanoamino acid metabolism	Metabolism	Metabolism of other amino acids
ko00270	0.0103285527395257	0.00935899797422614	0.0100490521576261	0.00975610166291071	0.00942911052931328	0.00945344949017294	0.0100069729288999	0.00929319689290389	0.00991234789620097	0.00912620409624295	0.00982613410009079	0.0101246050983245	0.00998910988336726	0.00968089290760959	0.0101582968082363	0.00983425198694416	0.0102095289418312	0.0100546255984798	0.00985992618549237	0.00950604708859631	0.00957917160780484	0.01000535561109	0.00948998723780357	0.0104930958348621	Cysteine and methionine metabolism	Metabolism	Amino acid metabolism
ko00199	2.33117696097188e-08	4.12752926633415e-07	4.72736806058037e-07	3.32052063188796e-09	0	3.12162918374396e-07	7.80651654292465e-07	4.48498319815233e-08	0	3.83190848025208e-08	2.46032404058929e-07	4.36631837086407e-07	2.2887259416802e-06	5.19640012198046e-08	3.48907512239503e-06	1.0914769668004e-07	8.66198389113948e-08	9.80260020268002e-08	1.14659511907926e-08	1.98045087547535e-06	5.71183026124505e-07	1.7311205200354e-08	6.91580397262356e-07	4.15423884765136e-06	Cytochrome P450	Brite Hierarchies	Protein families: metabolism
ko04812	0.00373624207026521	0.00327583552082979	0.00415590423255203	0.00333527511376117	0.00362363499625145	0.00325749699480121	0.00332033809772893	0.00310979513834427	0.00391226200447089	0.00239909237385081	0.00351657880828182	0.00358581982960786	0.00398706848748702	0.00329490886233679	0.00386390756734285	0.00371049868278197	0.00355362006955871	0.00315347688000176	0.00291500413560979	0.00336823212274225	0.00363811272235526	0.00363573217637024	0.00355228344508417	0.00381519886671364	Cytoskeleton proteins	Brite Hierarchies	Protein families: signaling and cellular processes
ko00473	0.000898421199265337	0.000791436799716722	0.000881796075572246	0.000859040924895466	0.000825377325617863	0.000827283350490201	0.000856166542288803	0.000819151952355767	0.000868259335206294	0.00105891955239491	0.000814074317219817	0.000856871409161512	0.000884936201764376	0.000794414634280114	0.000926338399506666	0.000916371090865439	0.000862844547980203	0.000899326594379055	0.000906472073434857	0.00079908159157677	0.000847397359679393	0.000857181844020549	0.000836242517237306	0.000922950328039412	D-Alanine metabolism	Metabolism	Metabolism of other amino acids
ko00472	2.58674648139985e-05	1.16922941113569e-05	1.81883539567511e-05	4.24154249552009e-05	1.2959612677026e-05	3.51513032732858e-05	1.11131339071777e-05	4.15069946046124e-05	8.69989899530252e-06	2.43613581632026e-05	4.86206003813075e-06	1.64162156756033e-05	9.49241173968748e-06	1.0393527739978e-05	2.65936396200426e-05	2.08019798317127e-05	1.29080197642115e-05	1.94690531803228e-05	1.53844400102459e-05	4.81929870293153e-06	1.69563910213063e-05	8.59340665334936e-06	6.30652164263542e-06	2.61125286004393e-05	D-Arginine and D-ornithine metabolism	Metabolism	Metabolism of other amino acids
ko00471	0.00137431439858936	0.00136491044982316	0.00132168479246939	0.00136271963114445	0.00134859165510449	0.00136624845704256	0.00133510291197546	0.00130481786613207	0.00130776787542636	0.00104879814093059	0.00126637653247918	0.00130023590896321	0.00132873629895612	0.00135081917734117	0.00135914276972834	0.00133034652244427	0.00138159901287025	0.00134854109585597	0.00133715360955415	0.0013791852841769	0.00134491190979347	0.00137311795493792	0.00132017856774603	0.0013223215088734	D-Glutamine and D-glutamate metabolism	Metabolism	Metabolism of other amino acids
ko03400	0.0274812285925268	0.0258058293412652	0.0274139556603373	0.0254902728613771	0.0252147143202354	0.024992764628523	0.0261308398110303	0.025015057474456	0.0261868848502911	0.0237565053960607	0.0255160527689496	0.0260555914485003	0.0265575829999344	0.0255118118276811	0.027200078820819	0.0271019501282204	0.0263792608543386	0.0264529015354108	0.0254623212006695	0.0252742066745889	0.0260910776792492	0.0267777288176006	0.0257554173655435	0.0268398386089724	DNA repair and recombination proteins	Brite Hierarchies	Protein families: genetic information processing
ko03030	0.00612389484954865	0.00580899402612342	0.00600168429138617	0.00572561890476938	0.0055899558038505	0.00565933502983198	0.00574840317589805	0.00593787350216871	0.00567313050582147	0.00514701295643017	0.00578506494528256	0.00574968226419565	0.00583242676406584	0.00587188516238082	0.00597718955972713	0.00615139207194331	0.00595857164770759	0.00592628110858156	0.00588839427059724	0.00579717197281188	0.00586658378283343	0.00582181252301269	0.00565377901732253	0.00592743990707904	DNA replication	Genetic Information Processing	Replication and repair
ko03032	0.0110520287434016	0.0113788616368021	0.0111890679774218	0.0111192773122219	0.0110481039511533	0.0108052506956203	0.0108841809328352	0.0110884091008984	0.0108181400456562	0.00977602680014106	0.0110989600828398	0.0113020761704172	0.0114089972769962	0.0116380245176314	0.0114310899716422	0.0115296061420994	0.011286137838128	0.0112063274325681	0.0112236691065389	0.0112474549229579	0.0113973446683163	0.011135022977498	0.0109779121876048	0.0115596169575847	DNA replication proteins	Brite Hierarchies	Protein families: genetic information processing
ko05414	2.27937302850584e-07	3.04583194136382e-06	9.84404878497323e-07	2.37467536098654e-06	2.63144987758039e-06	0	1.64494455725912e-06	2.20661173349094e-06	1.31816651443978e-07	0	1.72400222365638e-06	7.48458259415311e-08	5.48450456070832e-07	1.21128086843365e-05	2.98877943445384e-07	7.08210245633846e-07	1.45579561195621e-07	3.81212230104223e-07	2.86648779769814e-07	1.23967154037388e-06	3.77561661336537e-07	6.2195946827619e-08	2.76632158904942e-07	3.5727192451779e-08	Dilated cardiomyopathy	Human Diseases	Cardiovascular disease
ko00621	3.349279645727e-05	1.23901312145582e-05	5.67562247743796e-05	2.71175851604184e-05	9.03351725668175e-05	1.39826124795454e-05	6.02074242723116e-05	1.46732504304031e-05	3.59727641790615e-05	0.000172838423597194	9.63126690500691e-05	6.63377266776275e-05	5.83551285259365e-05	3.57358514948645e-05	6.45207308555341e-05	4.34135261112188e-05	2.93374011429433e-05	7.45562898682036e-05	5.44326540665853e-05	3.2362482245045e-05	6.09670112910233e-05	3.53865912673966e-05	3.95470370454517e-05	5.88039815095907e-05	Dioxin degradation	Metabolism	Xenobiotics biodegradation and metabolism
ko04990	1.15108337939545e-05	1.96413461639349e-06	2.8948177359201e-06	1.34833262022117e-06	2.77506774061735e-06	1.0551985973219e-07	6.34279469112627e-06	2.10946699741896e-06	3.67203529022509e-07	4.00434436186342e-06	8.15980998269883e-06	9.89836048076749e-06	1.4934727803775e-05	1.26731884734908e-05	1.15197955158406e-05	1.66935272185121e-06	8.54448038817444e-07	4.04629552810625e-06	1.88614897088538e-06	8.96998106449394e-07	7.89007061510968e-07	1.14025902517301e-07	3.95188798435632e-08	7.38361977336767e-07	Domain-containing proteins not elsewhere classified	Brite Hierarchies	Protein families: signaling and cellular processes
ko04728	1.55411797398125e-07	1.35212165621291e-07	4.72736806058037e-07	0	0	1.6267645042046e-07	4.34934493105802e-07	4.48498319815233e-08	9.41547510314125e-08	2.87393136018906e-07	2.92753331529292e-07	4.5534329357179e-07	1.05471241552083e-07	4.15712009758437e-09	3.50206981558831e-06	3.59104253962574e-07	1.38612539338402e-07	5.4458890014889e-08	1.37591414289511e-07	1.99052950588489e-06	5.4213982140631e-07	1.03659911379365e-08	1.87714679256925e-07	4.11851165519958e-06	Dopaminergic synapse	Organismal Systems	Nervous system
ko00982	0.000128504834875263	0.000266078042925132	0.000191359076108138	0.000235514264992406	0.000242779233525912	0.000238439533841739	0.000227825155745383	0.000376761820857762	0.000192279725449567	0.000547638158432346	0.000163115279007598	0.000191400143289957	0.000185701421989646	0.00019747692313158	0.000171117368642377	0.000233612731190353	0.000169252565597844	0.00023416429580606	0.0002652668446702	0.000244626803933276	0.0002124834740922	0.000186537150786193	0.000221015757343102	0.000116237587007373	Drug metabolism - cytochrome P450	Metabolism	Xenobiotics biodegradation and metabolism
ko00983	0.00327053103747526	0.00364283905540375	0.00321005165236579	0.00353815017026967	0.00354276136850151	0.00378033435805888	0.00344859169257763	0.00362769713795628	0.00354510753007367	0.00300522250768454	0.00351182308507461	0.00355135023937147	0.00340364682638353	0.00355524279240788	0.00345001632332934	0.00331912265673558	0.00348063687611531	0.0035665682551429	0.00349963796643224	0.00361989300441095	0.00352189111089856	0.00355186685068815	0.00333033375781316	0.00355417111594464	Drug metabolism - other enzymes	Metabolism	Xenobiotics biodegradation and metabolism
ko04512	2.27937302850584e-07	8.53971572344996e-08	0	1.00621837329938e-07	1.01922354413325e-07	0	0	0	1.31816651443978e-07	0	9.34418549407252e-08	7.48458259415311e-08	0	5.81996813661811e-07	0	1.07124238835372e-07	2.07970801708031e-08	0	0	5.03931520477187e-08	0	6.2195946827619e-08	2.76632158904942e-07	3.5727192451779e-08	ECM-receptor interaction	Environmental Information Processing	Signaling molecules and interaction
ko01521	2.44514561239717e-06	0	0	0	0	0	4.60584476032554e-06	0	0	0	0	0	0	2.40073685635497e-06	3.11872636638662e-07	3.09470023302185e-07	1.45579561195621e-07	3.92104008107201e-07	1.3873800940859e-06	0	9.68106823939839e-08	2.53966782879444e-07	0	3.5727192451779e-08	EGFR tyrosine kinase inhibitor resistance	Human Diseases	Drug resistance: antineoplastic
ko04144	1.15108337939545e-05	4.83917224328831e-07	1.99105619492679e-06	2.1130585839287e-07	1.51030397903382e-06	1.0551985973219e-07	5.04077925343134e-06	1.00616113067349e-06	3.67203529022509e-07	4.00434436186342e-06	7.344529798341e-06	9.89836048076749e-06	1.4481201465101e-05	2.95332204532637e-06	1.13703565441179e-05	1.36880971845197e-06	7.92056798305035e-07	3.96460719308392e-06	1.74282458100047e-06	3.02358912286313e-07	6.002262308427e-07	1.14025902517301e-07	3.95188798435632e-08	7.38361977336767e-07	Endocytosis	Cellular Processes	Transport and catabolism
Energy metabolism	0.00252816504044928	0.00238610901272228	0.00224955413085662	0.00228415615736821	0.00193287109541752	0.0019360349473573	0.00236140110710748	0.00194199898059525	0.00195643799380118	0.00243707003560774	0.0021502579890603	0.0021619516206515	0.0021942835114435	0.00219567869722943	0.00232912826452031	0.00233148216685377	0.0021198509571676	0.00223170091522742	0.00198270569507474	0.00209065001565547	0.00230772473837727	0.0023317548640228	0.00229831283268405	0.00226618867900563	Energy metabolism	Not Included in Pathway or Brite	Unclassified: metabolism
Enzymes with EC numbers	0.0231111885130934	0.0262803531629554	0.0217139226114852	0.0256213823104433	0.0251198821480785	0.0264182947582956	0.0243309517364705	0.024594511363925	0.0245512104376612	0.0260127679796003	0.0250609957943648	0.0245859039347044	0.0234001984441409	0.0256877322124026	0.0227879973981459	0.0227922545150784	0.0248139407471957	0.0232761001306512	0.0258780838143968	0.0256835217261485	0.0240274750172667	0.0245234007548443	0.0241448808427481	0.0233657037877395	Enzymes with EC numbers	Not Included in Pathway or Brite	Unclassified: metabolism
ko05120	0.000832881246890194	0.000781744507027797	0.000813038787390992	0.00080665307088617	0.000782954369353776	0.000783742251102825	0.000804357591556699	0.000830116031981634	0.000780200351066158	0.000747490195647349	0.000747365896652069	0.000805448490891101	0.000798945182113237	0.000790465370187409	0.000823090364208798	0.000837009883928234	0.000823475259275269	0.00078270397058997	0.000778498757642231	0.000775646256216978	0.000808081283020325	0.000829265193286972	0.000778208153012237	0.00082264135251474	Epithelial cell signaling in Helicobacter pylori infection	Human Diseases	Infectious disease: bacterial
ko05169	8.73414301377464e-06	3.89980351370882e-06	3.57611489759197e-05	3.24002316202401e-06	2.2886201400083e-06	0	4.86234458959306e-06	9.92078283431294e-06	2.81616860334955e-05	8.23860323254197e-07	2.75653472075139e-06	1.06374630119401e-05	1.56097437497083e-06	2.72291366391776e-06	2.34333302354375e-06	1.25454386369424e-05	8.8491576126767e-06	1.24275187013977e-05	5.76737344896866e-06	3.64846420825484e-06	1.52960878182494e-05	2.33234800603571e-06	4.54467118200977e-07	2.63190317728106e-06	Epstein-Barr virus infection	Human Diseases	Infectious disease: viral
ko04915	0.000430695097110318	0.000430765606680293	0.000416656205603656	0.000420334946472476	0.000382360508044673	0.000368476317450189	0.000401448663438256	0.000383364254323426	0.000407376819109335	0.000318479876755799	0.000430380849532128	0.00038610192307676	0.000388676396564485	0.000401548805513969	0.000405258609431355	0.000426665011830469	0.00040826571308122	0.000346981441278684	0.000395126653412248	0.000401343157264524	0.000391098408623641	0.000415577975035266	0.000391657490130011	0.000395177999346562	Estrogen signaling pathway	Organismal Systems	Endocrine system
ko00565	2.99644306170079e-05	2.52930723583095e-05	2.26821344190439e-05	3.84911732993333e-05	4.29093112080099e-06	2.19199042618172e-05	3.05743335620293e-05	2.40484799084928e-06	1.33297705677702e-05	5.96722032133015e-05	2.97601094963617e-05	3.05193211004836e-05	2.3322644701929e-05	3.55206166018121e-05	2.83696243387678e-05	1.85080927974512e-05	2.00296679125004e-05	3.1521785800638e-05	3.33692430910517e-05	2.99587288923688e-05	1.14243381972669e-05	1.04379311164338e-05	1.9850036953823e-05	2.87940925752283e-05	Ether lipid metabolism	Metabolism	Lipid metabolism
ko00642	2.91345316189019e-06	6.48733737791416e-07	9.54372187288931e-06	8.21074192612297e-06	1.84572118173949e-06	7.743223173581e-06	2.50261307333078e-05	1.30243912074344e-06	2.59471662892367e-05	0.000110163920089615	6.59942444704366e-06	3.91817898803915e-06	1.76558858358187e-06	4.20700553875538e-06	2.74188026378157e-06	3.26776539220699e-06	4.45473457258602e-06	2.49659157028657e-05	1.37084619246878e-05	5.83552700712583e-06	6.8309617497195e-06	3.82898980653098e-06	1.76649392900727e-06	4.07885447157811e-06	Ethylbenzene degradation	Metabolism	Xenobiotics biodegradation and metabolism
ko04147	0.0141314497900085	0.0151302784807859	0.0135520362285716	0.0150474959840263	0.0150172568407462	0.0155013194593245	0.0139940288024107	0.0154458176695766	0.0144918323653447	0.0125383726021943	0.0138483983619178	0.0141582477129136	0.0140529651261977	0.0149719011844829	0.013980195001477	0.0143527940404463	0.014421034486827	0.0143660231910563	0.0151885227928225	0.0149324960935498	0.0143846370259136	0.0143399416596981	0.0146005941700535	0.0134658681062437	Exosome	Brite Hierarchies	Protein families: signaling and cellular processes
ko03460	4.89029122479434e-06	0	0	0	0	0	9.21168952065108e-06	0	0	0	0	0	0	4.80147371270994e-06	6.23745273277324e-07	6.18940046604369e-07	2.91159122391243e-07	7.84208016214402e-07	2.7747601881718e-06	0	1.93621364787968e-07	5.07933565758889e-07	0	7.14543849035581e-08	Fanconi anemia pathway	Genetic Information Processing	Replication and repair
ko04975	0.000305463131080394	9.41684415826505e-05	0.000314570193969984	9.12790997338535e-05	8.36523091013074e-05	0.000113242946199206	0.000210231497890929	8.8157188541538e-05	0.000171736382786276	0.000123782331233007	0.000163235071465632	0.000130078022523237	0.0001978023484754	0.000116836276054618	0.000179866045834752	0.000204490530755229	0.000217656001943574	0.000185390478237606	0.000134877767621186	9.36607123958901e-05	0.000148941782702908	0.000213960173021781	0.000107216005379182	0.000239766141269021	Fat digestion and absorption	Organismal Systems	Digestive system
ko00061	0.00589008329158001	0.00637753812532849	0.006026578500361	0.00607750212339018	0.00628338695117539	0.00606023724844501	0.0058534414172864	0.00595983529879443	0.00634097627494609	0.00455400921669097	0.00577766640609207	0.00600333654589986	0.00584635540169645	0.0062197922569316	0.00597852424466502	0.00597482621165996	0.0060267100573398	0.00591955478215804	0.00583572095208137	0.00618605229885718	0.00600470416426902	0.00636961109919029	0.00627209635121489	0.00595520362742396	Fatty acid biosynthesis	Metabolism	Lipid metabolism
ko00071	0.00154378474718012	0.00165870157821403	0.0016062564435132	0.00169250649553127	0.00154413571473103	0.00165949245596592	0.00163298162826541	0.00169605039557901	0.0017393035796386	0.001723026078344	0.00151456062213183	0.00155785365138015	0.00151665578115561	0.00161257099714954	0.00150748602892097	0.00153699715396215	0.00159998613616723	0.00169507815259213	0.00163226345868618	0.00167785451065659	0.00161255685217489	0.00164245408189785	0.00166677435874282	0.00145444376291676	Fatty acid degradation	Metabolism	Lipid metabolism
ko04216	0.000812886379468411	0.00133863829905716	0.000732706900018024	0.00120516515327853	0.00110108841310821	0.00128037076746665	0.000926897931512631	0.00136985388989117	0.00109697610191226	0.000615246818894521	0.000999996136646508	0.00101103987056598	0.00085482648266857	0.00126049888397299	0.000869456728991732	0.000895050867771627	0.00100780456415754	0.00109867412370302	0.00116263403558347	0.00129153254415445	0.00110012513125345	0.00107124546963389	0.00107864618874334	0.00078276623301931	Ferroptosis	Cellular Processes	Cell growth and death
ko02040	0.0065822867119362	0.00279820850877425	0.0057411567016916	0.00155762674622031	0.00265877461220181	0.00201597855175474	0.00470263530546463	0.0018531976587668	0.00240795465434879	0.00328921501652265	0.00461357179524028	0.00248548916936548	0.00455929005197887	0.00278618794178706	0.00440050029220536	0.00426406366307148	0.00348407952078138	0.00446054469924911	0.00286909171521357	0.00301796192114657	0.00396984672372423	0.00382488912409673	0.00293834104878488	0.00478536613320668	Flagellar assembly	Cellular Processes	Cell motility
ko00944	2.70354362753779e-05	8.69456923523519e-05	3.11639225772424e-05	4.05656937195646e-05	5.07712310007105e-05	9.5469093092699e-05	0.000132443129233962	5.22011679416147e-05	8.55932595201262e-05	0.000141544951397791	0.000161817091316906	0.000111755483660903	3.76938396620912e-05	8.00495045990846e-05	4.07526573234378e-05	2.63941031527831e-05	0.000124561616033404	9.03249703897948e-05	0.000124395251064028	0.000112847905038059	5.3006752931178e-05	0.000123755940098926	4.06175047032142e-05	0.000115055374209143	Flavone and flavonol biosynthesis	Metabolism	Biosynthesis of other secondary metabolites
ko00941	2.42442403941075e-06	2.84657190781666e-08	0	5.03109186649692e-08	0	0	3.34564994696771e-08	0	0	0	6.54092984585077e-08	0	0	0	0	0	0	0	0	0	9.68106823939839e-08	0	9.8797199608908e-09	2.3818128301186e-08	Flavonoid biosynthesis	Metabolism	Biosynthesis of other secondary metabolites
ko05418	0.00173057656945382	0.00170967955355376	0.00172856780419288	0.00175098388251394	0.00172618219696262	0.0017162581835071	0.00163204417715027	0.00161567877907081	0.00164437355838719	0.00135160168009368	0.00168824118479387	0.00162836599755695	0.00168228001401713	0.00168481623626143	0.00167452150453748	0.0017038894574248	0.00165481566231493	0.00157059852690504	0.0016527826956182	0.00173014839161324	0.00162702298201297	0.00168640692092182	0.00167849308977723	0.00162520164105875	Fluid shear stress and atherosclerosis	Human Diseases	Cardiovascular disease
ko00364	1.86286941147886e-06	1.17990405579e-07	1.56058762093982e-05	2.80734926150528e-06	1.00069220696719e-07	1.52036531230797e-07	3.34590644679697e-05	5.32816003940496e-07	5.359288428708e-06	0.000120193748941251	7.60526060618211e-05	2.16136033862656e-05	1.11799516045208e-07	3.86612169075346e-07	8.44655057563043e-07	1.0018496869748e-06	5.43427704863084e-06	3.44364255942349e-05	2.65388613071847e-05	7.31708567732876e-06	1.21052077265437e-05	1.1453383608306e-06	1.25670037902531e-06	4.52544437722535e-07	Fluorobenzoate degradation	Metabolism	Xenobiotics biodegradation and metabolism
ko04510	2.27937302850584e-07	8.53971572344996e-08	0	1.00621837329938e-07	1.01922354413325e-07	0	0	0	1.31816651443978e-07	0	9.34418549407252e-08	7.48458259415311e-08	0	5.81996813661811e-07	0	1.07124238835372e-07	2.07970801708031e-08	0	0	5.03931520477187e-08	0	6.2195946827619e-08	2.76632158904942e-07	3.5727192451779e-08	Focal adhesion	Cellular Processes	Cellular community - eukaryotes
ko00790	0.00426726573977465	0.00506327886439005	0.00423737847451282	0.00480628819235726	0.00457464830188718	0.0049124620332521	0.004459390941287	0.00526469070997664	0.00427384308253556	0.00494447283541627	0.0047698687155347	0.00438500110526375	0.00402556760007837	0.00472909274362687	0.00440428070834915	0.00447403312253541	0.00459052422024744	0.00468512020045469	0.00469719534013116	0.00481400591017196	0.0048299094377385	0.00443687619791849	0.00469814324586824	0.00410486791676481	Folate biosynthesis	Metabolism	Metabolism of cofactors and vitamins
ko04068	0.000400208172030458	0.000316490119769588	0.000258324524946147	0.000378132034837716	0.000252140245838661	0.000268875506316459	0.000467304436994369	0.000402351610092132	0.000280327881793335	0.000675088967248922	0.000342591012071203	0.000297238783738335	0.000269410993214771	0.000375452899813393	0.000300002504194331	0.000408869295221274	0.000359582452021793	0.000309505882868279	0.00045028808333652	0.000324573826289812	0.000314389689943308	0.000346752562235291	0.000268660805651697	0.000308751419902237	FoxO signaling pathway	Environmental Information Processing	Signal transduction
ko00051	0.00621393257076339	0.00792630965097769	0.00593751588718937	0.00680393141580994	0.00727949042843352	0.00782711770532646	0.0067866397652575	0.00868413366300421	0.00696400664229379	0.0072067110886354	0.00689717233916139	0.00715261506650606	0.00632086745877326	0.007405374640346	0.00650664416967165	0.00671961748042517	0.00670802687510754	0.00692304053875738	0.00751812467134635	0.00729530374128765	0.00680015010426602	0.00627883860263326	0.00695323556403098	0.00624534784913474	Fructose and mannose metabolism	Metabolism	Carbohydrate metabolism
Function unknown	0.0173131485837775	0.0190876105011087	0.0179727630593575	0.0187195061012856	0.0192592735705306	0.0193777994686434	0.018599697581549	0.0183290762168826	0.0191243386702104	0.0187660027180026	0.0200634039521538	0.0191177217804108	0.0187122152309438	0.0189146817287558	0.0187258689107797	0.0178557556981476	0.0183205937078739	0.0181958696824428	0.0183320750963496	0.0189133741939038	0.0185378484098689	0.019188991744822	0.0183967328151003	0.0196460370518291	Function unknown	Not Included in Pathway or Brite	Poorly characterized
ko00365	5.77095807671705e-06	7.25875836493247e-07	1.06782902074286e-06	3.30039626442198e-06	2.39054249442163e-06	0	7.80651654292464e-08	4.02751491194079e-06	1.75127836918427e-06	1.73393858731407e-06	2.84997657569212e-06	2.62895963619628e-06	1.56097437497083e-06	3.26333927660373e-06	1.29946931932776e-06	9.99826229130135e-07	2.0173167765679e-06	2.24370626861343e-06	0	5.03931520477187e-08	1.83940296548569e-07	3.8354167210365e-07	3.85309078474741e-07	2.22699499616089e-06	Furfural degradation	Metabolism	Xenobiotics biodegradation and metabolism
ko04030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66376641366424e-07	0	0	0	0	0	0	0	G protein-coupled receptors	Brite Hierarchies	Protein families: signaling and cellular processes
ko04727	0.00111407951961136	0.00136006843100796	0.00113701433038993	0.00137659679121797	0.00138531520596647	0.00147507522124554	0.00125467538311866	0.00118016009033069	0.00129327218657657	0.00124390685023332	0.00120924393976391	0.00127340676775349	0.00124695273807298	0.00139220393148064	0.00115015145814563	0.00116478970115909	0.00133280791895014	0.00118616233051194	0.00145214425813246	0.00146405360097612	0.00121355017252785	0.00129801634914357	0.00128696008411873	0.00116754226028354	GABAergic synapse	Organismal Systems	Nervous system
ko00052	0.0064225290826435	0.00909959172653855	0.007061632177795	0.00841123969110272	0.00947556108639704	0.00992035596384635	0.0081221584299997	0.00996303406702946	0.00901446531076092	0.00901932910320193	0.00908283853063993	0.00881547488563556	0.00807569112008612	0.00903760424272501	0.00753599786952109	0.00744877765636725	0.00865478726951717	0.00786627189026643	0.00971791017529785	0.00966226737173879	0.00821220399791633	0.00845387170520017	0.00862679719158974	0.00788057727948022	Galactose metabolism	Metabolism	Carbohydrate metabolism
ko05226	0	0	0	0	0	5.27599298660951e-08	0	0	0	0	9.34418549407252e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	Gastric cancer	Human Diseases	Cancer: specific types
General function prediction only	0.00410242396894186	0.00554560030050735	0.00394278702782436	0.00512731673077921	0.00538407292590564	0.00545562911648543	0.00476488257250962	0.00536996044161039	0.00506829017728979	0.00621781429904522	0.00456483485974957	0.00461875135580349	0.00446224195471962	0.00507770945857832	0.00434829450214217	0.00428766598953329	0.00446422781577159	0.00519701971620103	0.00499757448179244	0.00536878986588463	0.00506700238091661	0.00461549881081096	0.00518160082153927	0.00400736042949093	General function prediction only	Not Included in Pathway or Brite	Poorly characterized
ko00281	7.1903858262866e-06	1.14503354991925e-06	4.38032362883894e-05	1.83836096801797e-05	3.80818978762515e-06	1.26117336351914e-05	5.8240851233484e-05	2.63268513731542e-06	5.47604031998695e-05	0.000298376535295852	1.30872793192881e-05	9.1218350366241e-06	2.62623391464687e-06	7.73224338150692e-06	4.45717976529421e-06	6.35389568612201e-06	1.28213999253001e-05	7.16541756193102e-05	4.68665021948051e-05	6.97441224340428e-06	2.41833084620172e-05	6.94251890472159e-06	3.89260966459097e-06	6.69884858470857e-06	Geraniol degradation	Metabolism	Metabolism of terpenoids and polyketides
Global maps only	0.000325784052453119	0.000152332587703664	0.000350188632046569	0.000209838892626437	0.000173944859592643	0.000142590305454355	0.00028721066534739	0.00015265716710879	0.000235378968579445	0.000153893276475404	0.00033953677160061	0.000266744068203129	0.000280949336098086	0.00020285010478571	0.000292992516951217	0.000274573826393834	0.000256297600813331	0.000177978514388799	0.00017524720323324	0.000197137204520243	0.000210684925234684	0.000276231895244618	0.000222522118245539	0.000327427690665763	Global maps only	Metabolism	Not included in regular maps
