function	A011.337.951	A011.796.405	A065.688.849	A139.426.047	A257.868.269	A290.419.594	A328.260.254	A328.607.302	A475.161.163	A510.125.355	A517.753.353	A519.936.442	A603.130.471	A603.362.293	A627.062.688	A674.187.094	A712.481.521	A742.300.741	A750.812.113	A866.438.792	A896.860.089	A912.362.107	A912.836.594	A929.187.519	description
PF02411	0.0	91.0	0.0	83.0	60.0	16.0	8.0	0.0	0.0	0.0	33.0	113.0	20.0	8.0	174.0	16.0	1.0	69.0	178.0	0.0	489.0	332.0	0.0	280.0	MerT mercuric transport protein
PF02412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1996.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Thrombospondin type 3 repeat
PF02413	219.6	6.58	0.0	6.0	21.6	49.44	5253.3200000000015	39.60000000000001	2.4000000000000004	14880.04	974.92	980.4	1.2000000000000002	38.40000000000001	18.0	45.48	1.2000000000000002	5283.959999999999	1188.0	0.0	412.8	192.98	182.4	18.0	Caudovirales tail fibre assembly protein, lambda gpK
PF02415	1376.6	68.0	96.0	319.0	250.6	0.0	1272.6	455.6	172.4	1831.2	457.2	438.4	148.2	307.4	305.0	293.2	231.2	1215.8	561.0	0.0	87.8	126.9	141.4	210.0	Chlamydia polymorphic membrane protein (Chlamydia_PMP) repeat
PF02416	17933.98	18831.67	12978.94	31819.24	24470.57	30292.58	19676.46	49715.3	22593.99	17296.230000000003	25256.51	23061.7	16024.96	27718.79	14715.6	20574.09	21423.6	24643.33	26103.310000000005	26868.08	25529.119999999995	19038.050000000007	27379.589999999997	13297.929999999997	mttA/Hcf106 family
PF02417	57444.53999999999	62514.4	64530.01	84149.59000000001	84917.54000000001	91010.6	61954.63	85436.92000000001	87623.83	19754.63	94155.76	94011.74	76895.43	81195.1	64308.64	59706.57	89456.0	65958.8	59509.0	91730.14	85744.67	86650.0	75683.32999999999	78533.15000000001	Chromate transporter
PF02421	86103.55	37359.34	74799.29	58647.83	69189.92	64280.21	63119.60000000001	55588.07	80673.95999999999	22973.520000000004	69231.47	74228.55	73050.51000000001	56391.43000000001	58090.45	62976.2	68946.79000000001	51837.49	50599.72	55190.7	64855.02	70642.52	61118.9	67396.7	Ferrous iron transport protein B
PF02423	1144.25	1858.73	1855.67	2883.66	916.0	1798.75	1958.03	775.67	1236.33	218.33	2854.5	675.6	771.3299999999998	1645.83	850.8399999999998	1126.83	839.17	852.9999999999999	1619.25	1345.0	1296.67	1719.17	712.67	705.8299999999998	Ornithine cyclodeaminase/mu-crystallin family
PF02424	44248.27	35955.47	39633.51	45070.56	44335.03999999999	51847.0	40470.35000000001	44277.75000000001	47277.93	17586.230000000003	53918.69	48100.60999999999	40576.06	47938.97	31974.489999999994	38526.08	43359.7	40471.58	41775.02	45762.87	48201.72	41260.39	44936.60000000001	40069.22	ApbE family
PF02426	6.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	3.0	1.0	63.0	170.0	0.0	0.0	5.0	5.0	0.0	Muconolactone delta-isomerase
PF02427	0.0	1.0	31.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Photosystem I reaction centre subunit IV / PsaE
PF02433	433.0	1.0	830.0	57.5	0.0	0.0	483.0	52.5	2415.0	0.0	2.0	2.0	0.0	222.0	113.33	6.0	221.0	812.0	673.0	362.0	522.0	15.0	16.0	0.0	Cytochrome C oxidase, mono-heme subunit/FixO
PF02435	0.0	26.15	0.0	4.0	5.8	8.6	14.55	0.0	0.0	0.0	0.0	0.0	27.25	0.0	2.0	0.0	0.0	81.7	0.0	5.0	0.0	0.0	7.23	2.0	Levansucrase/Invertase
PF02436	46192.3	37281.47	40145.81000000001	56200.36	61881.99	69470.42000000001	41490.19	58317.63000000001	52260.33	17792.61	55730.55	54938.03999999999	47302.21000000001	53342.40000000001	36178.47	38142.72	50536.2	45364.3	48521.98	56968.37	51582.06999999999	48251.08	53789.99999999999	41464.390000000014	Conserved carboxylase domain
PF02441	65164.59	32395.4	63839.71	47566.24000000001	57115.03999999999	50236.71	54224.11000000001	53665.93	60752.26	26002.340000000004	59691.15	59408.12	58060.16	51063.42000000001	47374.95	52080.98999999999	58065.52	50489.42	44290.05	51326.78999999999	56437.12	62271.4	53553.2	55396.28	Flavoprotein
PF02445	32014.53	21855.99	30621.79	22915.53	35015.67	34428.61	28736.42	38586.55	33358.03	15756.52	31468.6	30393.87	26478.01	30213.960000000006	21397.870000000006	27929.27	30724.53	26858.29	30378.620000000006	32391.7	32858.27	30202.520000000004	26974.469999999994	22928.63	Quinolinate synthetase A protein
PF02446	40175.2	28951.55	44838.37	43934.2	51072.22	47070.96	38907.02	42358.47	58540.87	18230.69	51683.68	52686.04	48347.43	38606.87	37045.7	36584.26	41611.54	32623.49	36506.12	43537.2	46052.85	46195.85	46339.12	43737.88	4-alpha-glucanotransferase
PF02447	18097.9	5336.08	11081.7	9395.55	8567.1	16391.870000000006	13996.590000000002	11074.64	8504.73	14850.88	10695.8	11699.14	9974.15	13232.99	7665.35	9063.55	12077.5	15144.02	8664.9	7067.0	13193.45	5842.12	7548.44	10394.91	GntP family permease
PF02449	15759.4	20061.8	17242.55	20753.1	33784.5	34424.0	20125.51	35813.5	32834.399999999994	8777.5	29222.63	26972.07	24909.35	28138.3	15466.65	17747.870000000006	20953.97	20410.1	21305.6	28580.5	23025.0	26481.5	24134.35	13071.08	Beta-galactosidase
PF02452	51526.92	14646.88	59300.75	31732.98	36283.35	27791.02	37075.38	16081.4	50286.6	9559.9	54286.38000000001	49326.01	55064.65	28317.62	39995.83	36832.49000000001	39720.19	26634.05	20056.8	32142.42	38877.6	51354.97	39210.460000000014	51059.91	PemK-like, MazF-like toxin of type II toxin-antitoxin system
PF02457	39872.77	25188.85	35052.960000000014	34623.44	40410.54	43405.92	33541.240000000005	41177.53	39724.13000000001	14246.11	39253.8	38701.64	36526.81000000001	35398.55	29822.039999999994	33029.57	38591.5	34358.65	32682.58	36556.12	37839.72	37728.83	34461.55	33963.79	DisA bacterial checkpoint controller nucleotide-binding
PF02460	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0	Patched family
PF02462	0.0	91.33	0.0	83.0	60.0	16.0	8.0	0.0	0.0	0.0	40.0	113.0	20.0	5.0	174.0	13.0	1.0	6.0	8.0	0.0	454.0	279.0	0.0	280.0	Opacity family porin protein
PF02463	105611.35	61118.92999999999	102131.42	88733.59	100057.77999999998	99200.4	87950.16	91094.44	99804.66	30198.000000000004	94459.72999999998	103985.32	98495.69	83828.93000000001	79628.57999999999	86169.05999999997	97118.84	88426.39	75924.26	87886.99999999999	98046.04	98003.92	94412.08	90675.24	RecF/RecN/SMC N terminal domain
PF02464	41004.72	26911.18	37173.460000000014	37788.69	40929.99000000001	42034.25	36350.13000000001	42665.56000000001	40535.43	20205.93	40306.81000000001	41526.44	37549.710000000014	37583.03000000001	31676.119999999995	36042.859999999986	39304.4	37799.08	34381.66	38464.87	40306.82	38968.210000000014	39157.6	34457.79	Competence-damaged protein
PF02465	22222.6	4369.04	15103.0	2844.5	6554.1	4969.96	13528.36	4001.6	5890.23	3324.41	12599.63	7220.24	12959.2	6511.469999999998	9604.83	11267.19	10455.36	11293.34	7020.79	6523.17	10526.05	11678.69	6865.9	13112.58	Flagellar hook-associated protein 2 N-terminus
PF02467	1078.0	125.0	243.5	157.32999999999996	1419.5	109.0	443.83	4.0	66.0	354.0	116.0	874.0	1266.5	12.0	658.5	146.0	363.67	984.0	1993.5	111.0	391.0	5.67	740.5	200.0	Transcription factor WhiB
PF02468	0.0	1.0	31.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Photosystem II reaction centre N protein (psbN)
PF02469	5290.6	5638.0	2136.67	13224.73	3842.6	5267.0	2786.28	3906.55	9101.93	777.33	13280.0	3167.4	2575.53	7246.059999999998	3648.14	1696.13	6455.799999999998	3253.2	4416.4	6971.5	5159.67	5001.25	2227.9700000000007	1699.43	Fasciclin domain
PF02470	15324.55	20430.12	11614.21	28263.81	23338.09	29857.13	18854.610000000004	38346.31	21390.06	19773.840000000004	24816.64	23413.0	13802.41	24608.61	14778.2	17897.86	19046.67	27362.22	22592.35	24832.95	26663.369999999995	18687.69	21703.399999999994	12332.96	MlaD protein
PF02472	57315.31	85026.32999999999	37673.8	110510.9	110953.47	137318.18	64281.23	155490.27	82295.46	51827.68	78788.01	82604.6	60650.96	102954.19000000002	55377.41	64585.16	83579.40999999999	91651.62999999998	97708.35	111311.71	95682.71	71191.70000000001	93105.27	43219.25	Biopolymer transport protein ExbD/TolR
PF02475	914.0	411.25	146.0	180.0	899.0	1293.0	1349.0	188.0	85.0	20.0	306.0	875.0	151.0	591.0	310.0	604.0	76.0	534.0	636.0	291.0	950.0	172.0	179.0	230.0	Met-10+ like-protein
PF02481	40999.62	28852.369999999995	37896.960000000014	40986.19	42647.89	42846.46	35248.05000000002	44274.13000000001	40570.03	17415.520000000004	39629.68	41475.14	39202.76	39119.8	33746.45	36794.84	39069.37	36854.74000000001	34582.87	38465.37	43451.77	38305.02	42856.2	34657.79	DNA recombination-mediator protein A
PF02482	40601.72	27069.26	37208.460000000014	37626.69	40838.99000000001	43348.75	35973.38000000001	42983.73	41043.93	20119.93	40442.81000000001	41087.94	37766.960000000014	35922.700000000004	30692.119999999995	34829.609999999986	38995.57	37355.83	34074.66	37652.87	41120.57	38339.710000000014	38866.1	34070.54	Sigma 54 modulation protein / S30EA ribosomal protein
PF02485	668.6999999999998	4011.0	1161.0	1327.63	2424.9	2903.4	2813.55	2715.95	4610.9	2771.7	5301.0	5982.4	2714.3	6709.5	3439.8	2781.9	8833.8	7799.6	3872.0	4731.7	4936.2	5513.92	2190.7	5203.7	Core-2/I-Branching enzyme
PF02486	2170.35	2707.2	2811.5	2676.8	7002.7	5511.0	3451.2	1689.6	1350.6	2592.0	2288.8	8562.0	1981.0	2740.0	2026.5	4234.7	2726.6	3791.0	1817.35	1240.5	2776.0	633.66	3503.54	1153.0	Replication initiation factor
PF02491	23830.18	19001.19	14258.79	21907.730000000003	21916.52	26492.54	19350.57	31851.870000000006	19284.43	13309.77	18761.13	18030.2	16696.51	23323.460000000006	13669.87	19498.97	20840.1	21645.74	21106.770000000004	23687.28	23523.52	18490.6	21842.92	11268.63	SHS2 domain inserted in FTSA
PF02492	67846.35	37628.55	79628.01	54671.36	70824.14	63709.23	59940.46	59483.38	84200.86	33712.55	74542.13	78843.93000000001	72098.01000000001	56541.78000000001	61472.02	58895.03999999999	63600.67000000001	50634.61	42336.64	58770.62	69967.46999999999	72022.44	68114.15	66431.1	CobW/HypB/UreG, nucleotide-binding domain
PF02493	8473.91	17841.65	5555.119999999999	16449.48	23346.67	27680.75	10987.86	35805.6	16964.2	9891.86	12605.75	14570.3	11290.31	18627.990000000005	8726.54	12176.2	13719.23	17463.899999999998	20441.730000000003	18534.28	19196.87	13098.91	15965.09	6699.629999999999	MORN repeat
PF02498	31807.3	26902.35	26310.74	51450.41	41731.69	47063.4	28864.560000000005	44554.26	44009.13000000001	20579.060000000005	40130.5	49444.9	40417.71	42736.460000000014	32588.34	30146.000000000004	31525.700000000004	35928.95	38947.43	38606.45	36070.07	38452.73	44602.73	34770.86	BRO family, N-terminal domain
PF02501	50.6	1.0	542.0	70.0	3.6	17.29	1034.03	59.1	129.4	2868.91	162.63	163.4	0.2	9.4	24.0	10.77	235.2	944.09	701.0	362.0	589.3	35.69	35.40000000000001	10.25	Type II secretion system (T2SS), protein I
PF02502	45596.37	29286.47999999999	46261.96	40925.69	49980.94	50703.48	41142.02	49325.38000000001	56829.03	19811.020000000004	57648.93	52541.48	45704.51	41298.67000000001	38792.87	40469.51	47342.03	38086.19	36708.62	44729.54	47941.77	44659.85	45359.11	43562.62	Ribose/Galactose Isomerase
PF02503	36193.54	23101.120000000006	33280.06	41361.290000000015	41956.24	43757.46	32858.450000000004	41239.91000000002	38453.0	17114.82	40970.98	41454.54	34939.16	33894.98	27114.79	30123.140000000007	34646.57	30150.14	31544.47	37097.67	35895.82	33107.19	38347.68	29611.84	Polyphosphate kinase middle domain
PF02504	31179.71	7789.6399999999985	30759.34	15915.38	20250.44	17811.81	22883.370000000006	13308.78	23746.83	13841.24	23232.76	24983.91	25746.03	16877.39	21621.83	23533.03	24248.13	20070.79	16902.72	15871.42	20650.3	25945.35	18766.08	26627.24	Fatty acid synthesis protein
PF02505	236.0	0.0	0.0	0.0	0.0	0.0	413.0	0.0	0.0	0.0	0.0	0.0	0.0	231.0	24.0	26.0	14.0	36.0	121.0	0.0	10.0	24.5	0.0	3.0	Methyl-coenzyme M reductase operon protein D
PF02507	0.0	1.0	31.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Photosystem I reaction centre subunit III
PF02508	98868.9	86079.29999999999	86604.98000000001	112264.02	125368.9	131266.1	96020.69999999998	126205.8	112369.78	31707.36	120991.22	119198.67999999998	103398.32	110880.28	81943.16	87869.23999999999	109649.86000000002	84385.05999999997	90700.38	124141.64	109514.97999999998	112591.96	106089.67999999998	94980.43	Rnf-Nqr subunit, membrane protein
PF02510	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Surface presentation of antigens protein
PF02511	20969.42	6124.550000000001	14925.55	9289.85	7433.45	5953.82	12378.43	7930.6	7275.03	1394.7	8907.42	14253.27	13148.4	6786.42	12822.03	11869.05	9025.83	8698.95	5885.25	5065.62	6567.2	12590.5	6656.6	11426.2	Thymidylate synthase complementing protein
PF02514	3955.53	3066.25	1727.85	9882.0	3763.2	6179.0	5650.15	4148.6	5312.2	3368.0	8305.25	7643.4000000000015	2220.4	4787.25	3341.1	1831.05	6721.2	5084.9	4103.9	4559.0	3005.5	7055.5	2584.6	7200.6	CobN/Magnesium Chelatase
PF02515	3802.3	283.44	4377.5	4487.5	471.3	4860.25	4010.68	309.3	1938.7	5711.1	2389.43	4068.97	818.85	1812.2	2483.0	1935.07	2213.6	5247.9	2645.79	855.5	3583.4	607.2	1581.53	1859.33	CoA-transferase family III
PF02516	1065.0	334.67	99.0	322.0	251.0	0.0	281.33	779.0	195.33	43.0	305.0	279.0	148.0	608.0	137.0	353.0	206.0	843.0	121.0	0.0	625.0	248.5	71.0	228.0	Oligosaccharyl transferase STT3 subunit
PF02517	81487.77	48862.78	92037.06	61231.76	82374.09000000001	78607.69	74463.90000000001	53527.61	87533.47	33962.65	105455.96	93363.09	89304.79000000002	76236.04000000001	64401.13999999999	70495.47	90080.16	63335.59	67944.40000000001	79967.12	80155.22	92837.48	80796.36	87399.8	CAAX protease self-immunity
PF02518	397737.18	268031.19999999995	366968.32	364634.93	399331.37	419592.6	346441.77	422194.84	403502.29	148070.21	400185.8	404364.4	374628.86	364697.99	306477.95	342811.89	384661.67	358246.9	323726.46	374532.19	389818.7	383024.2	384714.77	335104.92	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase
PF02521	0.0	0.0	0.0	115.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Putative outer membrane protein
PF02522	1748.0	622.5	587.5	92.0	535.0	549.5	752.0	304.0	539.0	325.0	4699.83	2130.67	1514.0	652.4	1370.5	724.17	1718.33	775.0	313.0	1194.5	378.0	201.0	288.0	803.8299999999998	Aminoglycoside 3-N-acetyltransferase
PF02525	15122.95	10479.97	12966.02	25043.58	9028.169999999998	10781.43	21666.48	9671.19	12792.2	24173.0	26827.550000000007	20192.61	14049.06	20388.920000000006	10498.35	11994.670000000002	18963.370000000006	19827.26	20114.89	16041.75	15787.92	22339.74	24742.92	16878.089999999997	Flavodoxin-like fold
PF02527	40479.12	27069.97	37288.29	37499.19	40961.22	42465.96	34178.020000000004	42909.13000000001	40526.86	10793.69	40088.18	41379.04	37729.93	36583.97	31135.619999999995	33703.92	37991.37	36453.49000000001	30264.54	37573.54	41000.02	38608.19	38779.7	34029.04	rRNA small subunit methyltransferase G
PF02529	0.0	1.0	31.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Cytochrome B6-F complex subunit 5
PF02530	8316.95	12526.0	5087.27	18921.58	19315.95	23576.0	9559.03	14159.35	10182.03	1253.58	8358.75	9819.4	10025.48	16274.41	5938.440000000001	6834.480000000001	10307.2	8928.15	13490.15	18827.75	12676.27	8420.5	14979.87	4389.68	Porin subfamily
PF02531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PsaD
PF02532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Photosystem II reaction centre I protein (PSII 4.8 kDa protein)
PF02533	0.0	1.0	31.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Photosystem II 4 kDa reaction centre component
PF02534	52146.02	34753.61	62828.75	71492.6	78457.35	56611.77	47847.23	54869.55	68430.95999999999	12500.2	83130.74	86224.88	84294.25	58164.01	58238.85	57294.72	65718.73000000001	45195.3	40475.7	63931.95999999999	59966.7	70145.04000000001	67935.59999999999	73388.38	Type IV secretory system Conjugative DNA transfer
PF02535	39734.07	13608.04	37536.46	23560.660000000003	23258.89	18648.06	33155.17	11112.96	33078.53	13967.32	36027.93	36587.34	36540.51	26995.78000000001	29326.94	31888.29	32319.430000000004	23021.44	20976.47	22661.67	27642.72	40084.27	26709.27	38861.74000000001	ZIP Zinc transporter
PF02537	18450.1	20726.77	11466.96	30060.22	26224.14	31566.36	18693.74	30450.61	20497.93	14657.52	21007.3	22411.47	18275.51	25586.230000000003	16166.37	14640.62	20316.11	33203.04	24679.770000000004	25366.870000000006	26286.92	17390.52	24319.0	13171.71	CrcB-like protein, Camphor Resistance (CrcB)
PF02538	109.0	3.0	861.0	104.0	0.0	26.0	38.0	0.0	304.0	36.0	2.0	10.0	0.0	8.0	0.0	1.0	233.0	139.0	5.0	17.0	519.0	1.0	1.0	9.0	Hydantoinase B/oxoprolinase
PF02540	89165.84	64539.46000000001	77328.37	86240.28000000001	100403.28	110038.92	79220.40000000002	105136.51	91219.16	37966.040000000015	95274.98	93186.61	83539.92000000001	90301.45	66959.84	74768.81	90975.44	80059.62999999999	84387.89	94083.24	94253.89	88132.79000000002	88218.90000000002	72093.5	NAD synthase
PF02541	23520.83	6141.03	19665.8	22483.18	14650.08	14564.58	16389.230000000003	26796.28	19106.5	17607.230000000003	22789.09	14648.77	14381.21	11804.8	15383.1	17206.51	12648.54	18507.08	12497.41	10156.84	13371.77	11921.3	16989.22	10144.4	Ppx/GppA phosphatase family
PF02542	40339.87	26886.07	37253.210000000014	37518.19	40905.84	42316.11	34905.30000000002	42903.710000000014	40803.53	17255.020000000004	40076.43	41363.04	37081.76	36535.63000000001	31402.619999999995	35073.840000000004	38941.2	34121.79	33757.62	37622.87	40956.27	38493.19	37687.05	33980.29	YgbB family
PF02543	1126.0	36.0	190.0	181.0	308.0	145.0	460.0	112.0	582.0	229.0	1434.0	2297.0	1388.0	1580.0	881.0	143.0	3137.0	484.0	407.0	33.0	2666.0	820.0	17.0	70.0	Carbamoyltransferase N-terminus
PF02544	8413.7	11169.0	5118.5999999999985	16707.25	21146.95	25590.0	11615.9	26659.35	13428.7	3559.25	11977.75	13193.4	11788.15	17434.75	6922.1	10182.55	15487.2	11210.15	14783.15	20887.75	13961.0	14499.5	15339.6	7462.35	3-oxo-5-alpha-steroid 4-dehydrogenase 
PF02545	40649.05	28262.53	38230.54	40207.36	40948.77	42317.4	36190.330000000016	44223.15	41750.93	20092.93	40839.06000000001	42321.44	38003.460000000014	37976.360000000015	32331.619999999995	36348.61	39203.73	35859.880000000005	34537.91	38605.2	43153.57	38998.88000000001	41709.12	33724.210000000014	Maf-like protein
PF02547	50999.2	43924.91	44173.08	57842.84	61739.13999999999	68605.20999999999	47582.84999999999	72278.48	59108.56000000001	20920.3	57369.43	57074.83999999999	49353.74000000001	57775.71000000001	41810.91	46835.47	54633.10000000001	52506.14	50322.77	60854.82	60629.48999999999	53093.85	55199.38999999999	43525.92000000001	Queuosine biosynthesis protein
PF02548	27602.7	19586.16	24389.04	24874.61	28912.42	33520.44	22253.22	36215.55	22083.53	13330.02	30333.18	24051.7	22718.01	25606.04	18579.37	22139.92	26235.53	22859.04	24844.370000000006	29468.78	29242.77	23976.69	24230.969999999994	17934.129999999994	Ketopantoate hydroxymethyltransferase
PF02550	25148.02	20769.05	17236.38	30399.14	28128.89	34738.65	22332.19	45100.28000000001	18934.93	13369.64	25516.11	23935.24	24433.340000000004	27638.97	20752.38	26018.17	30028.26	27091.5	25516.770000000004	31374.95	24031.19	25628.230000000003	23341.27	23497.200000000004	Acetyl-CoA hydrolase/transferase N-terminal domain
PF02551	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	Acyl-CoA thioesterase
PF02552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.5	0.0	0.0	CO dehydrogenase beta subunit/acetyl-CoA synthase epsilon subunit
PF02553	15857.85	1471.39	6764.75	1010.55	4502.95	2946.0	7667.4	740.6	1581.6	2621.0	2778.38	6379.27	5826.0	3234.65	3754.0	6608.12	5607.43	2105.75	4013.39	969.75	1934.5	6150.0	1559.03	4909.58	Cobalt transport protein component CbiN
PF02554	37066.07	28741.1	32506.960000000006	43037.16	38449.64	46984.73	33378.51000000002	46871.58	36712.03	19215.43	39751.36	38438.9	35530.710000000014	35078.930000000015	29100.869999999995	34906.539999999986	36225.34	33805.880000000005	30548.76	38131.2	43561.57	37635.210000000014	40652.4	33651.710000000014	Carbon starvation protein CstA
PF02556	306.6	1840.62	2363.0	2942.0	464.6	201.29	1542.53	1767.1	1076.4	2868.91	4808.63	3583.4	1107.2	2328.4	1567.0	2050.77	325.2	1768.09	871.04	1091.0	3201.3	1162.69	4416.4	334.25	Preprotein translocase subunit SecB
PF02557	41280.27	8141.759999999998	41087.5	15226.8	20553.0	14418.02	26190.75	5943.02	27952.1	6254.5	29607.550000000007	35748.34	35825.5	18662.84	27019.25	25888.870000000006	27483.6	13810.7	12937.35	16757.42	19502.75	37923.33	21000.19	31859.33	D-alanyl-D-alanine carboxypeptidase
PF02558	36824.8	20805.63	30802.69	27075.08	32167.189999999995	37995.25	25650.49	37078.2	22331.27	15028.24	35522.87	30966.41	29977.180000000004	27958.120000000006	21262.43	26093.149999999994	33451.23	29731.19	28202.020000000004	30539.25	32431.4	30643.560000000005	27754.41	25727.92	Ketopantoate reductase PanE/ApbA
PF02559	68029.79000000001	33408.44	64498.21	50094.19	58230.89	58584.21	53502.96000000001	48847.63000000001	61592.36	20555.020000000004	61253.01	64102.41	61662.51	50102.60000000001	48924.87	53970.90999999999	58223.87	48501.24	45631.37	50348.87	58323.77	60702.02	54466.45	55480.12	CarD-like/TRCF domain
PF02560	36.6	2.0	573.0	1.0	3.6	0.0	870.6	6.6000000000000005	0.4	1702.2	162.2	163.4	0.2	6.4	5.0	7.2	233.2	879.8	203.29	0.0	587.8	31.4	36.40000000000001	3.0	Cyanate lyase C-terminal domain
PF02561	23343.6	5633.04	19603.0	2949.5	10978.1	6768.96	14754.36	5170.5999999999985	7381.23	3384.41	21628.63	8782.24	17417.2	8360.47	12375.83	12492.19	11989.36	12398.34	7722.79	10862.17	15312.05	13708.69	10787.9	15462.58	Flagellar protein FliS
PF02562	47219.77	35440.56	41266.31	51726.82000000001	45466.97	51963.5	43879.58	48201.18000000001	50307.39000000001	16594.93	57567.19	51802.91	42788.86	48373.63000000001	35964.89	37632.539999999986	48814.2	44968.47999999999	41589.58	49827.53999999999	50984.09	46540.13000000001	48850.66999999999	42491.55	PhoH-like protein
PF02563	38240.41	65755.20999999999	25396.84	83629.28	68655.81999999999	70847.1	40933.81000000001	78804.05	53302.66	22077.050000000007	70253.87	47257.2	34217.710000000014	71385.04000000001	29964.14	35626.43	36069.2	47610.01	54125.47	69992.98	51280.67	36695.000000000015	57150.07	26673.88	Polysaccharide biosynthesis/export protein
PF02565	39166.45	26711.97	37054.62	37390.36	40577.22	42363.96	34593.35000000001	42847.47	40797.53	16416.020000000004	40103.18	41103.04	37742.26	36221.63000000001	30445.289999999994	34763.590000000004	37831.03000000001	35782.490000000005	33670.87	37548.2	40938.02	38573.52	38645.37	33798.710000000014	Recombination protein O C terminal
PF02566	20913.62	1601.73	10831.93	4922.49	2210.54	785.04	11152.97	3142.54	13071.79	20725.35	12735.86	5379.57	6869.719999999998	7035.29	6654.43	10205.21	9655.74	7359.47	12800.49	6187.33	5347.540000000001	8560.5	3130.82	6897.16	OsmC-like protein
PF02567	14992.85	337.19	6831.0	7166.0	1077.27	4022.33	6240.99	2934.27	5801.07	11046.95	6787.06	5114.0	3858.53	2480.3	3385.0	6393.51	4160.2	6634.88	5923.41	1525.33	2890.3	4914.31	4759.4	2536.5	Phenazine biosynthesis-like protein
PF02568	15811.37	7514.219999999998	21282.0	10425.05	18020.1	12907.81	16670.11	6276.12	20848.83	6011.41	21527.43	21533.74	21584.7	13817.29	15734.83	14745.64	18203.63	14128.04	11347.64	12661.92	17142.05	20512.52	16674.75	22226.83	Thiamine biosynthesis protein (ThiI)
PF02569	30685.2	20729.76	25128.29	26866.86	31225.67	35590.94	26174.520000000004	38115.05	22599.53	14718.52	31201.43	28028.6	23891.51	27016.29	20239.870000000006	24640.67	27266.03	26955.79	27676.120000000006	30284.53	31245.77	27716.69	25329.969999999994	21301.63	Pantoate-beta-alanine ligase
PF02570	17195.27	10041.41	21063.99	13942.51	15380.87	23087.0	16845.210000000006	12883.18	20339.76	5940.83	24615.88	23025.07	20071.33	17284.230000000003	14501.84	13284.75	19990.83	15188.25	16029.79	17519.42	18023.77	22021.75	13857.13	24655.840000000004	Precorrin-8X methylmutase
PF02571	22237.27	9082.74	23604.99	12527.51	14378.87	22888.0	17947.879999999994	11455.18	19943.93	5950.83	23213.88	21166.07	18869.33	14501.23	13758.34	14060.25	18911.33	11796.25	15306.29	17351.42	16568.769999999997	21363.75	13703.13	21904.840000000004	Precorrin-6x reductase CbiJ/CobK
PF02572	29872.14	6954.59	29095.84	18421.96	19479.74	18231.46	21224.06	14999.46	21616.73	9768.61	25473.96	24367.21	23785.9	13149.21	20910.5	19244.31	19790.49	15417.89	11987.43	13908.51	19360.6	23840.59	17280.16	24217.82	ATP:corrinoid adenosyltransferase BtuR/CobO/CobP
